Acc_X,Acc_Y,Acc_Z
0.99267578125,0.037109375,0.0830078125
1.02294921875,0.0322265625,0.0966796875
1.017578125,0.00048828125,0.22119140625
1.25830078125,-0.1728515625,0.59765625
0.91552734375,-0.18359375,-0.01220703125
0.99072265625,0.27490234375,-0.15576171875
1.1552734375,-0.208984375,0.60498046875
0.82861328125,0.18212890625,-0.4794921875
1.23828125,-0.03564453125,0.70654296875
0.79638671875,0.00830078125,-0.400390625
1.2119140625,0.1103515625,0.56884765625
0.8408203125,-0.103515625,-0.19287109375
0.98486328125,0.0078125,0.0791015625
1.068359375,0.03369140625,0.2060546875
1.07275390625,0.052734375,0.23974609375
1.05908203125,0.06982421875,0.2763671875
1.04736328125,0.021484375,0.35595703125
1.03857421875,0.05029296875,0.47216796875
1.0859375,0.10400390625,0.54736328125
1.1484375,0.05126953125,0.51904296875
1.10595703125,0.00048828125,0.564453125
1.07861328125,0.03271484375,0.64453125
1.06640625,0.10400390625,0.697265625
1.06982421875,0.09521484375,0.6904296875
1.0703125,0.00537109375,0.70556640625
1.05615234375,-0.0146484375,0.720703125
1.0078125,0.03125,0.716796875
0.98681640625,0.07373046875,0.6767578125
0.9580078125,0.04541015625,0.669921875
0.912109375,0.0244140625,0.68017578125
0.86962890625,0.0791015625,0.68798828125
0.8125,0.13623046875,0.67919921875
0.73486328125,0.138671875,0.66845703125
0.67236328125,0.15673828125,0.67724609375
0.62060546875,0.21826171875,0.68017578125
0.55029296875,0.22119140625,0.6630859375
0.49609375,0.19091796875,0.64306640625
0.4404296875,0.22998046875,0.60009765625
0.3828125,0.27099609375,0.57763671875
0.34130859375,0.28125,0.5517578125
0.31787109375,0.27294921875,0.53955078125
0.3115234375,0.30224609375,0.51025390625
0.30810546875,0.3232421875,0.4765625
0.275390625,0.33544921875,0.46533203125
0.23486328125,0.35302734375,0.4609375
0.2568359375,0.3974609375,0.49609375
0.25927734375,0.41455078125,0.5283203125
0.2265625,0.4560546875,0.5263671875
0.22705078125,0.4990234375,0.5576171875
0.2763671875,0.486328125,0.591796875
0.29638671875,0.5009765625,0.654296875
0.2451171875,0.5400390625,0.6591796875
0.244140625,0.58935546875,0.64208984375
0.27392578125,0.5654296875,0.70458984375
0.27197265625,0.52978515625,0.72314453125
0.2470703125,0.5830078125,0.73583984375
0.23974609375,0.583984375,0.7412109375
0.244140625,0.57958984375,0.72998046875
0.22705078125,0.60009765625,0.7412109375
0.212890625,0.5810546875,0.70458984375
0.1953125,0.56396484375,0.705078125
0.20361328125,0.5712890625,0.70947265625
0.2373046875,0.57861328125,0.69384765625
0.26416015625,0.56298828125,0.67333984375
0.2880859375,0.52880859375,0.68115234375
0.29833984375,0.55908203125,0.677734375
0.3115234375,0.53955078125,0.68310546875
0.31591796875,0.5205078125,0.693359375
