EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-20,-13,-2,5,3,-3,-4,-9
-5,-16,-5,-4,-1,-1,0,1
10,22,2,0,-4,-2,0,2
0,-4,2,1,-1,1,0,1
3,6,4,2,2,-1,0,1
-8,-12,-2,-4,-3,-1,0,-1
17,9,2,-2,-7,-1,-1,5
-16,2,-2,-1,2,-2,-1,-7
6,-11,-3,2,-1,-2,-6,0
-1,-4,-1,-1,5,-2,1,5
2,18,0,-3,-5,0,2,-1
4,-23,-2,-1,-2,-2,-3,0
11,15,3,2,-2,1,3,4
-17,-17,-5,-4,-7,-3,0,-4
-3,-10,-7,-5,-3,0,-4,-2
2,-7,-1,1,1,-1,-5,-1
5,4,-2,-1,2,0,3,1
-7,-5,-3,-2,-3,-1,1,-1
-11,-5,-6,-1,-1,-1,-1,-4
-11,-3,-2,-6,-1,-5,-8,-8
7,-1,-3,-4,-5,-7,-5,2
12,15,7,7,3,8,2,-4
-18,-2,0,2,4,6,-3,-8
-5,-10,-2,0,-5,-13,3,-1
4,2,-7,-14,-6,-5,-10,2
27,20,7,7,5,-4,-9,-2
-2,15,0,0,0,5,15,3
-7,-6,-5,-3,-5,-5,-12,-4
-8,-5,-3,0,-4,-3,8,0
-10,-17,-9,-19,-7,-1,-1,-1
8,4,5,-2,3,-2,7,2
2,-6,4,13,12,9,6,3
8,10,8,23,7,6,1,3
-11,6,0,3,-2,-9,11,-3
-23,-8,-6,-9,-9,-9,-10,-8
1,3,-2,-11,-2,-4,-4,4
4,-2,-1,-1,3,3,-6,1
-11,-9,-4,-8,-6,-6,-10,-4
17,-5,5,4,6,15,5,12
-12,20,1,2,-1,3,22,-8
11,18,6,6,11,27,13,5
-16,-9,-3,-5,1,4,27,4
23,12,6,5,-1,-3,8,9
-12,-17,-9,-5,-2,-7,-21,-8
-1,-6,-3,3,2,5,18,6
3,-11,-8,-14,-4,3,-6,5
-10,7,3,-11,-6,-14,-23,-17
6,-13,9,13,8,10,2,9
-10,-7,-6,-9,-6,-10,-8,-10
7,0,-6,-6,-5,0,-6,2
-5,-9,-6,7,7,-1,-2,-2
11,-11,-10,-1,-3,-1,-3,-6
-1,25,9,-1,1,-4,-5,1
-8,-3,-5,-5,-4,-5,-9,-6
5,-9,0,0,1,4,-3,-7
5,22,9,11,12,29,63,13
2,-10,-8,-13,-10,0,21,2
-13,-9,-5,-5,-5,-7,18,1
-6,9,3,9,-5,-8,-6,-5
15,-14,-3,8,8,10,-17,2
-28,-21,-4,-2,2,0,-7,-7
16,28,6,7,7,4,-14,-2
-16,-41,-15,-10,-4,-8,-2,-1
-4,19,1,-8,-5,-3,-5,-4
10,2,11,20,8,-4,-12,-1
5,7,4,12,4,12,6,0
9,3,3,7,10,17,-18,4
-6,0,-7,-8,-15,-24,1,-2
-8,-6,-3,-12,-5,-10,-16,-5
-8,-19,-8,-2,-1,-11,-11,-9
9,3,4,-8,-8,-9,-13,-6
20,16,9,13,-15,-11,-70,2
-45,-53,-14,6,13,-17,-12,-39
-6,8,-7,-6,-22,-42,-13,-13
-9,16,8,10,5,6,50,18
-13,-25,-7,-14,-2,10,12,3
20,12,-1,-5,-19,-4,-17,11
6,-6,3,6,15,18,15,1
-2,2,-10,-8,-7,-26,-55,-29
-9,-15,-6,-11,-5,0,2,-5
-5,8,1,0,-4,2,-3,1
-2,-9,-2,-5,-4,-1,-3,5
-2,-17,-7,-13,-3,10,18,12
16,57,16,30,17,9,16,7
3,-19,-3,-18,-4,-3,-1,0
12,21,8,4,-12,1,-4,6
7,-6,-12,2,-1,-5,2,3
-21,-16,-18,-62,-21,-21,-20,-24
-8,9,9,14,5,1,-1,4
7,1,21,34,8,15,-7,-6
-30,-27,-16,-2,-2,-17,-52,-27
19,-22,-2,-2,2,-1,39,25
-5,65,7,0,6,12,17,-1
-41,-41,-9,-22,-5,-2,-18,-16
11,22,0,1,-10,-1,-1,2
-21,-29,-15,-18,-16,-17,-28,-14
22,2,2,-1,0,2,3,7
12,9,-3,3,-3,3,14,12
0,5,1,-7,-9,-6,14,3
-2,-3,1,7,9,13,0,0
3,-11,-2,8,-3,-2,-1,1
10,11,2,-4,5,6,-33,-6
-13,-13,-9,-17,-4,6,51,0
31,18,11,3,11,-16,17,17
-28,12,1,19,-3,-11,-7,-17
4,-4,7,4,3,-12,8,11
6,4,3,0,2,14,5,2
-8,0,-3,5,-3,7,-8,-7
13,-5,-4,-8,-8,-3,7,6
-3,-7,-9,-8,-1,-10,-15,-2
-19,2,-1,-12,-9,-5,-11,-13
-1,2,-1,7,-1,-3,-7,-3
0,-10,-16,-20,-11,-5,-22,-3
-12,-14,12,-6,13,28,35,4
11,22,1,8,-1,4,1,-4
18,25,4,-20,-2,-5,27,13
-6,-11,18,65,28,4,-8,4
2,-7,-15,-14,-8,-7,10,2
11,-1,-3,0,-7,3,-7,-1
-21,-18,-4,-5,-8,-11,-22,-11
-2,-15,-11,-28,-8,4,3,2
5,20,-1,9,-1,-15,-19,-4
32,14,9,7,9,9,24,20
-29,-9,-7,1,-7,-5,-40,-18
24,5,-6,-21,-4,13,13,2
-49,-21,-6,-7,-8,-11,1,-20
16,3,12,11,4,-19,13,14
-24,-6,12,28,11,14,16,-14
-1,13,4,0,-8,-22,-4,12
-5,-3,-10,-17,-12,-6,-23,-16
-3,-5,-9,-1,6,6,-31,-11
13,11,9,28,14,8,30,17
-20,-21,-10,-11,-11,-1,-22,-19
17,10,-1,-4,-6,1,9,11
8,9,8,-4,-1,-7,6,6
-3,5,-7,1,0,5,-4,-6
4,6,-1,-12,-5,0,-8,0
12,9,5,19,15,2,-8,5
-27,-30,-13,-13,-19,-2,-13,-15
27,28,-25,-84,-49,-10,30,19
-32,1,55,81,74,16,-23,-14
35,-6,-47,-1,-15,9,24,19
-67,-7,32,-45,7,-4,82,3
-6,2,14,66,22,7,-34,-25
9,-43,-37,-65,-40,-16,23,12
-21,30,17,7,13,19,-4,-14
-2,-19,-33,-17,-21,-17,-65,-16
4,-14,-12,-29,-11,0,13,5
1,14,5,2,-3,-2,-12,-5
-5,-13,1,7,1,-14,-21,-7
24,9,-7,1,-8,1,7,11
-21,-18,9,4,7,-7,-13,-9
14,10,-2,10,0,0,-2,-1
