EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-1,7,4,-3,-11,-5,-1,-3
12,17,11,4,0,5,3,2
-7,-2,-14,-7,-10,-8,0,-5
-2,-2,-3,-19,-10,-2,28,6
4,31,2,12,9,2,-6,-7
1,-3,-2,8,-3,-11,-6,4
8,10,17,-16,8,-4,-26,-7
-38,-2,-4,5,2,6,-59,-27
-12,-32,-10,-7,7,16,52,15
8,10,-2,0,-5,23,69,14
4,2,-9,-5,-15,-23,-12,1
7,-15,9,1,25,13,26,9
15,26,4,32,6,-7,11,3
-5,-11,3,-6,4,3,-10,2
6,6,11,15,9,11,2,1
-2,6,-8,-9,-15,-12,-17,-9
-9,9,-8,-14,-13,-12,-33,-9
-3,-4,0,6,8,3,20,3
3,33,6,2,-12,-8,-20,-11
-16,-31,-4,19,20,10,-15,2
34,29,8,-7,-4,19,24,12
6,-11,-14,-14,-9,29,0,0
-17,-21,-13,-34,-9,18,60,8
31,26,29,71,32,9,62,37
-10,-20,5,-1,7,-8,18,1
8,21,3,14,1,-14,-19,1
8,22,-8,-25,-13,9,-23,-10
9,14,8,16,-15,-11,-16,-9
-17,-26,0,22,15,5,-24,-8
21,18,-8,-2,-4,-23,-30,-8
4,-33,-2,-8,19,10,16,5
-9,12,-1,9,-12,-24,-19,-10
-5,3,-2,-17,-10,2,-17,-12
-14,-15,-2,-2,-3,-11,-52,-8
13,-6,-6,-2,3,3,43,19
-16,-5,-5,-16,-3,15,25,-4
2,14,5,4,17,-2,-20,-6
-8,-8,13,31,20,-5,32,10
-3,-4,-4,4,-10,0,-39,-15
6,-41,-13,-24,-14,-12,-22,-6
-10,8,-2,15,-4,-10,-4,2
-26,-9,-8,-52,-25,-28,-20,-8
-2,-8,13,52,23,-2,-1,8
-1,-8,-2,-22,-3,20,39,-4
-1,-5,-12,-13,-17,-10,-4,-1
-14,-32,-7,-17,4,-2,-10,-12
-2,17,4,13,-1,11,-22,-3
10,21,-11,-22,-15,-11,9,6
8,-5,-6,-17,-16,-18,-39,-16
-23,5,-6,-2,-1,12,2,-11
-3,-10,-18,-29,-18,-14,18,0
-13,-18,22,20,34,10,-2,3
-8,-21,7,-6,-19,-45,-1,9
38,33,-5,1,-11,24,-31,-10
14,1,-1,-5,-5,24,51,22
3,19,-36,-29,-22,-12,-44,-7
0,-3,7,-47,6,16,74,18
-15,-12,9,21,9,-16,-20,-23
-21,-6,-7,-17,-18,-37,-64,-27
8,0,-12,-12,-11,17,58,15
-37,-41,-55,-61,-40,-32,-76,-42
-12,1,28,76,64,45,-4,-4
-21,-19,-36,-37,-37,-45,-70,-41
24,62,44,12,17,10,15,12
43,4,35,106,57,14,62,43
-57,-28,-2,-80,-48,-39,-10,-28
-19,-2,42,127,79,33,33,17
9,-18,-25,-29,-23,15,-20,-3
-41,-72,-36,-54,-23,-31,-76,-32
60,37,-18,-29,-32,-12,72,45
24,33,5,-20,-9,-30,12,25
-63,-74,-26,-31,-21,0,-42,-47
2,34,7,23,3,30,-13,-3
14,27,-7,-47,-20,-23,33,25
37,25,14,-14,10,4,22,13
30,34,6,100,22,-26,12,8
-4,-39,-91,-111,-80,13,14,-3
-42,36,94,118,105,5,-15,-32
56,35,76,71,44,6,48,49
-27,-30,-24,-78,-24,-30,-61,-32
2,30,4,15,-8,4,-31,-9
-32,-87,-89,-82,-74,-20,4,2
-20,-8,-39,-39,14,23,-45,-38
-10,1,1,12,-2,-18,-15,-11
-12,-48,-13,-3,11,18,10,0
7,17,10,6,4,-12,-5,7
-15,-3,10,-11,-12,17,-1,-20
-3,-26,-8,6,-3,-1,-8,8
40,83,40,13,27,51,43,18
-2,-11,-2,17,17,22,0,-2
-14,-13,-6,6,5,-3,37,19
-1,41,-3,-27,-26,-11,24,1
13,23,29,21,29,-9,29,11
-1,-18,-12,5,-9,-2,-47,-19
-21,-12,-27,-30,-31,-19,-52,-31
5,-21,3,-1,15,-7,10,17
-9,4,16,10,6,22,-2,0
-3,46,8,0,-5,-11,-3,-3
-22,-43,-19,-12,0,22,20,15
12,60,11,8,9,17,26,2
12,0,9,7,-3,-23,-29,14
6,-1,-10,-5,5,9,-1,-26
11,-7,-1,-4,-7,4,24,13
-25,-46,-23,2,-1,1,-14,-6
-19,-28,-57,-23,-16,-27,-8,-17
29,-18,32,-2,-8,2,6,12
-32,-8,8,8,-8,-9,-31,-38
58,87,66,-5,6,5,26,43
-7,19,-1,0,-6,1,3,-4
4,-40,-23,5,12,5,19,30
-12,-66,-75,-35,-14,-8,-17,-17
-24,-76,-32,-3,3,-8,-25,-30
1,52,52,16,4,-1,11,16
0,8,14,15,-2,7,1,-3
9,48,30,-12,-5,-5,-2,-2
-8,-23,-12,1,7,8,5,1
-9,-31,-50,-4,0,-7,-11,-9
-2,-6,21,-16,-12,-3,-6,-6
0,-16,-49,-14,-20,-7,-2,2
15,28,37,10,16,6,8,7
-1,14,35,11,13,6,1,-6
5,4,-16,-12,-9,-5,-5,-1
6,24,22,4,-5,-5,7,8
-14,-51,-48,-22,-6,-2,-9,-9
19,24,-27,-5,-9,-4,-3,0
-4,0,22,1,3,4,2,7
-19,-52,-33,2,4,-1,0,-1
-3,80,100,33,6,-3,-11,-12
6,51,16,-1,2,-1,1,2
16,-10,-34,3,-3,1,10,13
-7,-21,-41,-13,-1,-2,0,-2
-19,-63,-63,-26,-15,-7,-9,-4
3,-29,32,4,3,2,1,-1
-19,2,-30,-2,0,2,-4,-8
23,67,109,32,8,-1,-1,5
10,-6,18,3,4,3,3,5
28,-19,-33,13,3,-4,-5,-6
41,114,47,-3,-4,0,-1,3
-14,-17,-50,-27,-9,-2,0,3
-8,-41,-31,-25,-20,-8,-8,-17
5,6,47,29,13,4,3,3
-32,-4,41,6,0,-3,-5,-9
37,34,-15,-1,-2,-2,5,11
-40,6,-9,-3,-1,2,0,1
15,75,-1,-28,-14,-7,-4,-7
-18,-74,-47,4,-4,-1,-3,-6
12,95,111,8,-7,-4,-1,1
-2,-53,22,7,0,-2,3,6
-16,-58,-6,-42,-13,-5,-2,-3
34,105,40,31,15,5,5,12
-12,17,21,16,14,4,-3,-9
-12,-102,-50,-21,-21,-8,-5,-3
60,88,58,-9,12,7,5,10
-13,-29,-6,21,7,-2,-1,0
-31,-41,-54,-24,-16,-4,-2,-5
42,112,57,11,-12,-7,2,13
-17,-75,-89,-24,-14,-5,-4,-6
-51,-86,-44,-22,-6,-2,-5,-6
26,12,43,11,5,0,-2,3
12,11,-51,25,20,6,1,-1
-33,-10,54,9,-10,-7,-7,-7
20,-34,-44,-33,-8,-1,2,2
-8,-44,-32,-7,0,-1,0,0
6,23,15,-2,7,6,-1,-4
-32,-10,21,29,24,10,0,-5
7,5,-49,-19,0,-10,-8,-6
5,27,59,12,-6,1,4,7
-36,-61,-79,-22,-8,-5,-7,-10
21,-33,-1,41,24,6,6,5
-18,-39,4,-23,-20,-4,-3,-4
-15,20,-17,-9,-5,-8,-4,3
7,-24,-4,0,1,3,2,3
-10,11,-4,3,-3,0,-1,-4
14,66,33,-4,-10,-7,-5,-1
11,-16,-52,-22,-6,-5,-2,1
-8,-17,2,22,-15,-4,-4,-6
-10,-15,-2,-42,-11,-10,-3,-4
17,29,22,24,8,7,7,7
-26,-56,-21,-27,6,1,-5,-13
38,86,23,0,-4,-2,2,6
-25,-37,-10,3,-5,-7,-5,-5
-10,-56,-28,-13,-17,-3,2,-5
