Acc_X,Acc_Y,Acc_Z
0.68505859375,-0.119140625,0.4296875
0.7060546875,-0.14013671875,0.40234375
0.66357421875,-0.11767578125,0.32080078125
0.978515625,-0.2060546875,0.58056640625
0.9873046875,-0.361328125,0.74658203125
0.65087890625,-0.04541015625,-0.29248046875
1.09033203125,-0.0048828125,0.83642578125
0.689453125,-0.05419921875,-0.2294921875
1.08154296875,0.16796875,0.67724609375
0.7568359375,-0.07080078125,-0.12158203125
1.13916015625,0.17529296875,0.671875
0.80224609375,-0.10107421875,-0.11572265625
1.037109375,0.17578125,0.330078125
0.94873046875,0.04443359375,0.265625
0.99072265625,0.02001953125,0.25634765625
0.978515625,-0.009765625,0.2607421875
0.98876953125,-0.048828125,0.27880859375
1.01220703125,-0.05517578125,0.306640625
1.04443359375,-0.07177734375,0.318359375
1.05126953125,-0.0185546875,0.40234375
1.03466796875,0.06982421875,0.52490234375
1.0341796875,0.07421875,0.62255859375
1.01220703125,0.02783203125,0.7099609375
0.98193359375,0.05029296875,0.81005859375
0.98779296875,0.06494140625,0.85400390625
0.96044921875,0.0712890625,0.87451171875
0.912109375,0.06201171875,0.87451171875
0.892578125,0.03857421875,0.892578125
0.849609375,0.07470703125,0.8994140625
0.80615234375,0.09326171875,0.853515625
0.77587890625,0.12109375,0.81787109375
0.70068359375,0.134765625,0.80810546875
0.63671875,0.138671875,0.79931640625
0.58544921875,0.1357421875,0.787109375
0.51708984375,0.16943359375,0.76025390625
0.4677734375,0.22607421875,0.734375
0.43310546875,0.2509765625,0.72607421875
0.419921875,0.240234375,0.6953125
0.40380859375,0.26318359375,0.6552734375
0.333984375,0.29296875,0.65576171875
0.3212890625,0.30712890625,0.6181640625
0.33740234375,0.3388671875,0.56591796875
0.26123046875,0.34619140625,0.58642578125
0.25537109375,0.34716796875,0.57763671875
0.2666015625,0.37841796875,0.552734375
0.25,0.4296875,0.52392578125
0.259765625,0.4599609375,0.58251953125
0.27783203125,0.439453125,0.640625
0.22412109375,0.513671875,0.619140625
0.1787109375,0.56494140625,0.611328125
0.12353515625,0.53466796875,0.5830078125
0.08154296875,0.49072265625,0.60205078125
0.1064453125,0.5419921875,0.59326171875
0.0830078125,0.64208984375,0.5224609375
0.10302734375,0.56298828125,0.5087890625
0.22900390625,0.48876953125,0.5947265625
0.17041015625,0.5634765625,0.568359375
0.2001953125,0.5830078125,0.55224609375
0.33740234375,0.55078125,0.61669921875
0.2802734375,0.54248046875,0.5810546875
0.36572265625,0.5576171875,0.6240234375
0.3359375,0.59130859375,0.625
0.35546875,0.56201171875,0.65234375
0.38134765625,0.57763671875,0.67529296875
0.41455078125,0.61572265625,0.76318359375
0.419921875,0.66064453125,0.82177734375
0.3525390625,0.6552734375,0.82373046875
0.3662109375,0.63720703125,0.828125
0.3173828125,0.6083984375,0.80810546875
0.18896484375,0.61328125,0.76953125
0.20263671875,0.6474609375,0.74462890625
0.1396484375,0.66943359375,0.65576171875
0.05224609375,0.69970703125,0.533203125
-0.0791015625,0.7724609375,0.55712890625
-0.18603515625,0.77099609375,0.556640625
-0.34521484375,0.82763671875,0.578125
-0.439453125,0.78369140625,0.58203125
-0.50537109375,0.68505859375,0.6982421875
-0.5908203125,0.5283203125,0.85009765625
-0.66259765625,0.33642578125,0.8779296875
-0.7109375,0.16748046875,0.9189453125
-0.72021484375,-0.07373046875,0.99609375
-0.65234375,-0.2158203125,1.00439453125
