EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
16,17,8,9,7,9,6,17
-16,1,2,7,-1,-5,2,0
-2,-3,-4,-13,-17,-8,9,-2
-15,-3,-4,-11,-3,7,-3,-9
-2,-11,-11,-3,-1,-4,3,3
8,-3,-12,-31,-19,-4,-9,1
-24,-7,4,17,4,-12,-28,-35
15,7,22,52,39,24,42,39
-27,-36,-17,-2,-28,-45,-21,-2
6,2,15,-14,14,16,64,21
10,-4,5,33,12,-2,-6,5
0,26,-18,-47,-32,-8,-39,-18
1,6,-1,9,11,-5,-57,-17
-12,-23,-10,-11,-4,3,-12,-7
-2,-9,-7,-13,-2,0,-13,-10
-9,-18,-17,-25,-26,-25,0,-12
-1,3,-8,-23,-7,9,18,10
-7,13,18,-1,16,18,-12,-5
17,24,29,54,22,-3,33,8
-6,-9,-9,8,-5,-25,19,2
17,-7,3,6,2,-2,3,6
1,38,5,20,5,0,21,4
-7,-11,4,-23,-6,7,-16,-5
-7,3,0,-6,-7,6,-18,-6
12,18,3,3,9,13,23,7
15,-19,-10,-5,-11,-23,-9,-2
-8,-6,-9,-14,3,25,43,12
6,25,9,4,0,14,-15,-5
-13,2,-5,-18,-16,-15,-2,-10
-5,-5,-6,-2,-8,-25,-44,-12
5,-2,7,10,15,23,16,5
-5,-11,-9,1,-9,-12,15,4
3,-2,15,19,10,14,4,-1
-3,-11,-3,20,-3,-6,-7,-4
-17,-10,-29,-40,-26,-18,-66,-22
10,-10,10,-4,3,2,23,19
-1,16,9,15,6,31,20,-2
-2,-5,10,8,-10,-21,21,17
14,18,8,26,22,4,-19,-9
-11,-13,-16,-23,-8,-17,-48,-22
-7,2,-18,-16,-3,9,-15,-8
8,-2,9,-22,-3,9,9,0
-20,-33,5,30,6,-4,0,-1
9,28,5,11,12,-2,-15,-7
9,-3,-11,-7,-9,-18,20,14
3,9,-14,-42,-17,2,-17,-13
-2,0,17,33,10,-14,17,9
-9,-44,-15,-22,-5,8,-12,-9
9,30,21,34,26,8,-16,0
-15,4,-14,-14,-2,-4,-40,-12
34,7,-3,-3,-10,-28,13,9
-31,-20,-13,-24,-24,-14,44,-1
32,36,25,26,18,21,56,29
-1,-15,12,2,13,14,31,9
-6,2,9,27,7,-3,0,1
-6,-12,-16,-16,-8,4,-43,-20
-32,-49,-25,-34,-28,-33,-58,-23
13,9,-5,-2,5,15,18,14
0,10,3,-2,-12,20,57,16
3,-1,9,3,12,6,-7,-2
-7,-2,10,10,9,9,-12,-3
2,-5,-9,13,-5,-12,-31,-8
-4,-8,-20,-52,-20,-19,-26,-7
5,18,21,60,34,25,29,15
-6,-21,-8,-15,-9,14,6,-7
14,-21,17,36,11,-5,27,9
10,37,-10,-28,-5,22,-25,-8
-23,-21,-10,-14,-16,-36,-12,-21
-3,3,-6,-8,0,-5,-9,-9
-3,-24,-10,9,-6,1,8,-3
-15,-6,1,8,-9,-26,-20,-7
8,4,4,15,-9,-19,-54,4
6,4,-11,-10,6,31,-5,-1
-18,-10,19,-12,10,-24,15,-9
23,31,7,31,9,4,36,16
-2,-12,-11,-4,-5,-13,-48,-18
-26,-17,-14,-5,-5,20,1,0
10,30,3,-22,14,10,-22,3
-3,2,47,90,42,-5,12,3
41,30,11,2,3,10,35,24
-33,-24,-28,-36,-17,7,6,-16
0,22,0,7,-16,4,25,-11
-44,-50,-48,-89,-35,-40,-60,-36
4,10,38,47,24,8,39,24
1,-34,-17,-8,-8,-31,-14,-2
14,19,-10,9,-13,13,3,11
-23,-51,-77,-84,-31,-3,-9,-11
11,29,-17,-92,-25,9,23,6
-3,45,89,65,25,-21,-23,-10
1,-29,3,5,5,-8,-37,-9
4,31,32,-17,5,33,23,10
9,-47,-40,-14,-13,-9,15,17
-10,7,10,19,0,-21,-4,-22
-23,-3,-4,-9,6,-17,-74,-29
20,0,-31,3,6,23,41,20
-51,-12,3,-22,-32,-77,-68,-24
19,8,-6,1,11,34,93,47
