EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-19,-8,-5,-3,-1,0,-2,-10
-10,-2,-1,0,3,1,2,2
5,2,-1,-10,-3,-1,0,4
7,2,1,-1,-1,1,-2,0
-7,-5,3,3,2,-2,1,1
7,5,-2,-1,-3,0,-2,1
-7,-1,-1,3,2,-1,-1,-4
-10,-1,-3,-5,-4,-4,-4,-10
-1,0,-1,-4,-3,-2,-3,0
22,-1,0,1,0,0,4,11
0,-2,-1,-1,-1,0,2,5
-4,-5,0,-1,2,2,1,-4
-11,-1,0,-2,-2,-2,-2,-4
11,3,0,-2,-3,-2,-1,7
3,1,0,-1,1,3,2,-1
-10,-2,-3,-3,-4,-5,-6,-11
3,-2,1,0,1,-1,1,1
-5,0,1,-1,2,5,4,4
12,2,0,2,1,-1,-1,-2
-4,0,0,2,0,1,2,0
10,-2,-1,0,1,1,0,-1
-5,-2,-1,0,0,0,-2,-1
-1,-2,-1,-2,-3,-1,-3,0
-1,0,-1,-1,-2,-2,-2,-2
2,1,-1,-1,-3,-3,0,0
5,0,-2,-2,-2,-4,-3,0
1,-1,-2,0,-2,2,2,-2
-1,-4,-2,-3,-2,-3,-2,-1
-4,-1,1,-2,-1,1,0,-1
6,0,-1,-1,-1,-2,-1,0
-12,-2,-3,-1,2,-2,-1,-3
-1,-6,-5,1,-1,-1,-1,1
9,3,1,-17,-9,-2,-1,0
-21,-1,5,2,-5,0,-3,-7
-9,-7,-8,-2,2,-1,-3,0
0,-4,2,15,10,0,-3,-5
-6,2,-5,-5,-4,-3,-2,2
17,0,1,-10,-15,-1,1,2
-7,-18,1,3,1,-1,0,-3
2,16,2,-2,-1,1,2,1
-16,-14,-2,4,11,0,-2,-6
15,11,-1,2,-6,-3,-1,5
-4,-8,-7,-5,1,-3,-1,-5
5,-10,-14,-32,-28,-4,0,-4
6,4,15,35,24,6,2,3
-8,2,-2,0,13,1,0,-3
3,-8,2,13,-10,-5,-4,-3
3,-5,3,4,8,1,2,10
1,14,-10,-20,-13,-3,-3,-13
-12,-11,-1,0,1,0,-4,-6
18,6,0,1,5,1,3,6
-15,-8,-3,-6,-5,-3,-4,-8
-4,-12,-5,-2,-7,-3,-2,2
17,-9,-4,-3,1,-1,0,8
-24,8,-2,-9,-4,-3,-9,-7
-6,-3,4,6,0,0,-7,-1
-10,-9,-3,-1,2,-4,-2,-1
1,-3,-4,3,1,-3,-6,-8
8,12,-5,-8,-3,-5,-12,-1
11,-8,-15,-37,-43,-12,2,4
3,58,27,28,20,19,16,-6
-5,-26,14,46,38,-3,3,1
-4,24,6,-8,-7,-13,-4,3
16,18,-4,8,-2,6,6,4
-2,-23,-26,-27,0,-1,0,2
-5,13,8,-1,2,4,2,-1
7,-14,3,-2,-32,0,-4,-4
-17,-24,-2,17,49,-1,-8,-8
0,3,-25,-34,-24,-13,-10,-7
-27,-27,-16,-28,-16,-5,-3,-7
11,3,3,-15,-33,0,3,2
1,-2,16,41,42,10,3,-1
3,-24,-9,-3,-5,-6,-3,2
27,68,5,-23,-11,-2,-1,6
4,-21,1,17,13,0,3,2
1,0,2,3,-11,-1,-1,-4
-10,-9,8,21,10,6,2,1
-4,-37,-23,-15,-25,-21,-22,-8
0,28,3,-16,1,10,27,7
-11,-22,-5,-8,-16,-3,1,-2
7,17,2,-1,0,-7,-5,2
0,-1,0,-9,-13,9,6,1
-7,12,0,12,19,7,-6,-4
-5,-2,-4,-3,-1,-5,-4,-1
2,-6,3,-8,-16,-3,-3,-2
5,2,3,1,-2,1,2,0
0,-13,-4,7,13,3,-7,-3
-4,-1,-2,-3,8,5,8,-4
-3,-5,7,2,-3,0,-5,8
-18,5,-2,15,13,6,-11,-18
3,-12,-4,-10,-1,0,30,7
-4,4,0,-12,-18,2,0,2
25,15,6,9,-1,-4,35,13
-4,3,-3,1,9,-4,3,4
-1,-8,-3,-4,-4,-4,-13,-5
-1,-3,-2,-8,-6,-1,-4,0
-7,-6,-5,1,0,-3,-24,-13
-8,-4,-5,-5,-3,0,6,4
4,-1,-1,-5,3,3,16,1
10,32,23,38,17,5,-3,3
-25,-30,-13,-8,-10,-15,-29,-16
10,7,-9,-6,-6,-2,-5,2
-17,-38,-13,-10,1,-10,-8,-7
5,34,6,1,5,13,5,1
9,-1,10,11,-3,8,43,19
-1,2,1,-2,-8,-6,3,-4
-4,-3,-4,2,-1,-14,-29,-10
