EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-5,-7,-10,-11,-8,-13,-19,-7
-3,1,1,0,2,6,-2,-2
-6,-12,-1,-1,-2,-7,-6,-2
4,20,8,10,13,2,-8,0
-3,-8,-7,-13,-6,-4,-16,-6
6,13,5,4,7,16,35,9
-5,-12,2,7,3,-1,-11,-6
-2,-7,-4,-5,-5,1,-9,-2
-2,10,0,-6,-3,6,-4,-1
-3,-20,3,16,9,-16,13,5
14,25,12,6,2,9,24,10
2,0,2,2,0,2,4,4
-6,5,-15,-17,-20,-30,-33,-16
-14,-18,-17,-20,-19,-4,-63,-15
14,19,-1,-21,-14,1,-21,-8
-10,-19,19,36,28,17,44,22
41,20,15,26,9,7,76,41
-8,-22,-6,-8,0,-6,-2,-6
-3,21,0,5,2,9,-14,-5
-16,-16,-25,-41,-32,-34,-51,-23
-2,-7,10,16,7,26,19,19
31,28,9,14,16,19,88,23
-16,-15,-4,-5,2,-3,-8,-20
3,8,-2,-1,-8,-10,-28,-20
-22,-31,-23,-29,-25,-67,-102,-34
-5,-3,2,-17,6,33,-43,-1
-3,1,9,18,5,6,88,25
24,16,12,37,10,34,96,23
-9,-14,6,-7,-16,-20,-43,1
-2,-9,8,-19,9,6,0,-1
27,55,21,54,22,35,-18,8
55,25,2,-13,-18,-42,-81,8
-47,-31,-16,17,13,-2,-55,-26
-30,-9,-13,-47,-28,24,-29,-15
3,-13,15,-2,5,-16,100,50
13,8,5,31,14,22,5,19
49,26,14,2,16,38,120,51
-13,11,-20,-25,-47,-85,-97,-51
-31,-72,-43,-42,-8,5,-25,-9
-21,12,14,8,22,39,16,-15
-10,-13,-9,-28,-27,-36,-22,-23
10,24,-5,21,16,22,-9,4
21,6,0,-4,6,6,-31,-1
-18,5,-14,-3,10,-37,-39,-15
-18,-33,4,20,30,23,7,-6
27,7,12,7,10,24,38,19
-39,-24,-4,-4,-2,-17,-98,-51
1,39,-1,0,4,-13,33,16
29,7,11,5,11,0,21,17
-23,-25,-9,8,-3,-10,-20,-19
-20,-50,-30,-46,-39,-32,-54,-17
-2,0,13,-9,20,17,33,18
56,66,30,30,-1,24,40,23
36,28,12,26,-9,-72,-37,16
-17,-9,-6,1,6,41,51,4
-44,-38,-32,-18,-41,-33,-128,-59
5,-3,-25,-53,-18,-5,-14,-11
-14,-5,5,29,28,0,-19,10
-3,-56,-49,-55,-33,-4,79,0
50,50,35,-11,20,-11,-11,11
-25,45,36,77,55,18,0,-10
-31,-61,-9,-4,-12,62,27,-29
18,42,-22,-4,-10,-29,-51,-2
13,-36,-21,-69,-42,-1,5,5
-59,-36,1,41,36,40,21,-28
-22,-1,18,-28,-19,-46,-27,6
16,38,19,34,-1,-27,8,8
-23,-9,9,13,31,68,112,40
-21,-51,-40,-38,-30,-23,-33,-20
7,17,-9,-16,2,26,-1,-2
-14,-14,0,-19,-15,-18,-56,-22
-1,14,12,27,4,2,13,-2
12,-9,3,-17,5,31,33,22
-10,-10,-12,3,0,-29,-4,-7
26,46,23,19,7,4,-7,3
-11,-29,-12,8,1,-2,-15,-10
-10,-30,-5,-19,-17,-24,-7,2
22,31,7,9,9,3,14,9
0,-15,13,21,21,6,4,1
-4,15,-5,-9,-9,15,35,11
5,8,-15,-24,-30,-43,-54,-26
-8,-18,-5,-2,-1,6,30,3
-5,7,3,-6,-14,-10,-7,23
-18,-28,-5,5,4,29,1,-39
0,9,-1,-2,0,8,-9,-13
10,34,4,8,1,-5,1,2
-2,-6,7,13,10,-7,0,1
-1,-7,-3,-8,-7,-20,0,9
15,14,-2,2,4,-2,-30,12
8,-21,-7,-5,-3,0,41,28
-12,-22,2,1,0,3,-24,-56
-12,6,-5,-15,-13,-13,-9,-6
1,-11,-4,-5,-6,7,16,14
1,7,-2,2,-5,-2,-2,2
4,11,5,14,12,5,4,13
-4,-16,-11,7,10,-6,-16,-23
-16,-12,-6,-20,-38,-18,-3,-4
9,10,6,4,19,7,-1,-3
-3,-9,1,1,2,10,18,11
8,16,-6,-3,0,-1,1,29
2,7,-2,-12,-18,-11,0,-7
-5,-4,-40,3,9,1,-12,-13
3,2,58,-1,-2,6,13,6
