EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
58,10,-3,-33,-12,-2,31,25
-24,-25,-12,-11,-24,-14,-42,-24
1,22,-1,6,10,-34,30,6
6,27,15,8,19,15,41,22
15,21,1,-3,7,11,2,-6
3,-11,6,14,-3,1,8,8
7,-5,-7,-4,-14,4,-35,-14
1,-7,-8,-16,-14,-24,-11,-6
-34,-10,-11,3,2,-18,-61,-32
28,10,3,10,-4,-4,0,11
-18,-58,-13,-8,12,22,14,-1
30,17,11,8,-3,-11,21,18
11,35,8,7,2,10,-14,-7
-14,0,-4,-2,-4,-11,-2,-10
9,-5,-3,-7,-11,2,36,11
-25,-30,-11,-6,-11,12,36,12
5,4,18,29,27,39,75,8
-4,-10,-6,-6,-13,-29,-18,1
-1,8,-9,-22,-11,-3,-11,-2
-3,-13,-6,-9,-8,-21,-52,-16
-5,-8,-8,-14,6,0,11,4
-2,-11,23,59,29,22,21,-2
-19,-26,3,22,11,12,-6,-9
35,46,0,-13,-23,-3,-15,-1
3,35,10,-1,-4,-10,-25,-1
-31,-21,-27,-42,-25,-13,-42,-22
46,16,-5,-14,2,1,39,12
-21,-21,7,21,15,8,98,22
-12,-23,-17,-7,-5,2,-12,-13
-4,18,11,0,-4,-13,9,12
-9,9,-7,-14,-10,9,-84,-38
-9,-15,-20,-8,-5,-17,-68,-8
16,13,16,-20,5,13,62,30
17,16,28,89,57,21,8,9
-8,-1,1,-17,-12,-6,13,3
6,0,9,33,10,14,2,-1
-8,-7,-10,-10,-7,-8,-27,-5
11,-7,-27,-53,-37,-14,-39,-7
0,44,18,-37,7,10,21,16
3,3,33,54,25,18,40,3
-20,-34,-1,26,6,-11,-73,-10
16,-3,-1,7,1,16,46,-2
4,38,-8,2,-9,-50,-67,-25
14,-6,-15,-34,-7,2,12,25
-17,-17,8,6,1,7,33,6
-6,-8,-19,-29,-15,-29,-38,-18
-8,-26,0,6,5,28,-26,-4
8,14,6,1,10,8,39,5
5,-9,-10,6,-4,4,-6,-7
-7,-18,-50,-85,-47,-19,-24,-9
-8,4,44,12,17,-13,38,19
-2,6,24,25,17,15,12,5
27,30,31,55,30,27,35,25
4,12,12,19,2,-9,27,11
1,-15,-34,-23,-19,7,-22,-14
-19,-15,-19,-33,-17,-42,-7,-8
7,3,2,2,3,-22,-32,3
