EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,Roll,Pitch,Yaw,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z
-0.19528985454263234,0.9500152548017095,-0.12580062597239816,0.07063401727963882,-0.5463945723187619,-0.4586867696137203,-0.21082855773293152,-0.25225832330564346,0.391982946820904,-1.2227972450545568,-0.57408231780864,0.91943359375,0.134765625,0.310546875,0.0625,0.1875,1.5
-1.79662867127972,-1.4073620326848268,-1.0118571919646207,-0.8719647856929732,-0.8553138417213803,-1.7247784665333898,-1.532779337059168,-0.41104929387830946,0.3906797733039095,-1.2227945795976365,-0.5721895504612595,0.92431640625,0.1279296875,0.31689453125,1.3125,0.8125,1.625
-0.19463406468901406,-0.20699598993346385,-2.1011133418952475,-1.5457047489300921,-1.864435733881185,-1.2077233145649313,-0.8340340351620578,-0.4711664304572942,0.3890567011310086,-1.2224576225656074,-0.5696753925424897,0.91748046875,0.1259765625,0.32421875,2.25,0.4375,2.0625
0.8199343617221915,3.0756561628136803,-0.4046347214274898,-2.358550957372272,-0.5356789684741897,0.7371693257259255,0.05523674871333925,0.43318027461342484,0.4009235621228927,-1.2248741942860195,-0.5792970234040458,0.65283203125,0.1875,0.04345703125,4.3125,1.125,0.0
-6.324387721268129,-19.859664161124687,-9.703261390407153,2.527224508988443,-1.0594692471301506,-3.310361044830322,-2.141662209483721,-2.702009112824686,0.3717028640362087,-1.2169159488904766,-0.5508944548193879,1.05810546875,-0.0927734375,0.83837890625,2.1875,-0.125,1.8125
-2.929648726844242,-4.255409354612352,-4.1186972478607045,-0.18050428195981688,-2.4979857558576324,-0.9576723688249651,-1.6847755116627177,-1.977454243225364,0.3886793382148603,-1.22849075640404,-0.5650505840019798,0.68701171875,0.12451171875,-0.31494140625,4.9375,-0.5,1.4375
-4.471122486686699,0.6714495883420427,5.137201712414904,-14.30941662894364,-19.876582155496116,-4.5685801516408535,-0.6048688728792811,-2.8791773713974727,0.3776855801030836,-1.2187574475241831,-0.5545536302378843,1.1337890625,0.197265625,0.822265625,-0.1875,0.75,1.9375
0.3087717083911573,0.434526196600529,2.7979228918297436,2.26784504103953,5.1775893276696205,1.0597104627436307,-0.6775098910210976,-1.0060171321380775,0.3903375863646618,-1.2289860009193323,-0.5644906852781788,0.705078125,0.07958984375,-0.2294921875,5.625,-0.6875,1.0625
0.652013720326331,9.038007240970861,-2.935432356910819,10.920257687772711,-10.759392750179568,-4.691164434364979,2.849483188538688,0.6859100206512853,0.3748092526707836,-1.217612083399762,-0.5495983814284634,1.14453125,0.162109375,0.92041015625,0.3125,0.6875,1.625
0.29565389409948056,-0.7826979230990161,-4.686079088888735,4.627438917430348,-2.149694129525451,1.8505442258178653,-3.1729012833469254,-2.559152347269674,0.39476188767848297,-1.2300991952589941,-0.5664631094578351,0.703125,0.14013671875,-0.35546875,5.625,-0.75,1.125
-3.653995937998172,-5.62260224595777,-0.2364117764688871,-6.470585100489166,4.664799184600302,0.22020589777321212,-5.607764541436041,-3.6081356251999064,0.3717875376497006,-1.2169156048923295,-0.5451812127679292,1.1591796875,0.111328125,1.0283203125,-1.875,0.625,2.25
