EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-5,-17,-5,-9,-8,-6,10,3
-8,-10,-4,-4,-4,0,1,-4
-1,10,5,0,4,12,3,4
10,3,-6,4,-11,-29,-78,-17
-15,-24,-9,-8,-2,5,-17,-5
1,13,7,15,7,3,15,2
20,22,11,4,-1,5,30,15
-10,-19,-6,3,6,10,28,5
8,7,-4,-16,-17,-22,-42,-14
-11,-21,-9,-5,11,13,-48,-13
-17,4,-4,8,-1,-6,-17,-17
-7,-25,-12,-11,-5,-27,-27,-9
10,7,11,27,22,12,73,29
11,0,-7,-17,-11,18,34,9
17,10,12,-9,-1,-2,20,8
-3,3,7,27,14,4,3,5
-27,-21,-10,-21,-10,-4,-19,-24
-12,3,-1,-2,-3,-8,3,-5
-8,-16,-15,-14,-21,-22,-45,-20
-2,11,-1,-7,-11,-8,-5,1
3,-12,-1,-8,-1,1,-22,0
2,4,-1,-1,-1,9,35,6
10,-5,-8,-18,-11,-4,8,3
3,2,2,22,12,13,14,5
-10,20,-16,-28,-24,-29,-35,-24
-3,-21,12,27,6,5,27,13
4,3,0,13,10,10,-13,9
-14,-6,-24,-25,-24,-24,-5,-20
15,15,30,32,47,53,33,16
-5,-7,3,22,1,-21,-31,-9
-3,6,1,-6,7,4,13,0
-4,-4,-2,4,-7,-2,-19,-5
-4,-8,-15,-24,-23,-19,-20,-8
3,4,-1,-10,3,-1,3,1
-5,-1,7,17,13,10,10,-2
1,2,-5,-9,-9,-6,-12,-2
2,-6,1,0,-10,1,38,15
-10,-4,-12,-17,-6,-12,-65,-22
18,20,1,-4,-1,-1,42,13
6,9,11,-13,5,10,16,7
-6,-2,4,12,11,1,7,3
-3,-22,-4,7,3,-2,-24,-8
-17,-7,-14,-14,-7,-3,-23,-11
5,3,2,-17,-4,-3,12,7
-2,-4,-2,11,-3,1,-14,-9
1,1,-1,-3,-8,-22,-29,0
-1,-7,6,9,18,14,22,1
-1,1,8,-1,2,-1,5,1
6,-7,-2,14,-5,2,-6,2
-5,14,-2,-10,4,13,42,3
-3,-9,-2,0,-2,-2,19,1
-12,-6,5,17,7,5,-21,-10
2,22,-6,-18,-13,-13,-34,-11
3,4,-10,-20,-14,-6,2,-2
6,-4,9,26,22,11,-4,11
4,2,0,8,-3,0,14,-6
-20,-29,-26,-14,-5,5,15,-6
-6,4,27,-22,-5,-14,6,10
-6,11,6,39,7,20,-3,-10
5,18,4,4,-5,-20,-20,-2
7,3,0,1,-4,-5,14,8
7,12,-10,-8,-9,-2,9,10
-8,-14,-5,-16,5,-3,-6,-7
-12,-28,-9,2,-5,-2,-15,-10
-31,-6,-7,-19,-7,-5,-22,-26
16,-7,2,6,5,-6,27,15
8,-5,-7,-19,-20,-14,-30,-5
-19,-4,-17,-25,-8,2,3,-3
2,-7,5,14,9,-7,-35,-3
-7,6,-1,-8,12,31,66,9
-8,-15,17,35,7,-29,13,1
14,17,-2,-6,-3,6,-14,-6
-6,-21,-8,5,-6,-26,-7,-1
-4,4,-15,-4,-9,26,12,2
0,7,-32,-56,-28,-16,-73,-28
10,-24,14,-48,-1,-8,44,20
19,35,43,103,39,35,39,13
-9,-12,-8,2,-8,-3,-25,-20
5,0,-11,-12,-3,3,-19,3
-22,-7,-11,2,2,-1,24,-15
-33,-14,-14,-35,-11,-18,-48,-23
8,9,11,-2,6,-6,-22,-7
-24,-19,-9,-5,-12,-2,-4,-7
13,45,-7,-8,-19,-15,-50,-9
30,-17,-12,-20,0,27,40,31
1,22,38,10,22,9,4,1
3,10,11,30,13,-4,-5,1
-6,-4,10,33,16,20,-39,-2
-8,-16,-17,-36,-28,-29,46,-2
6,-25,-17,-19,-17,-23,2,16
28,37,10,2,5,40,61,38
-9,-5,3,22,24,18,15,-14
10,9,-6,-16,-11,6,65,6
-8,-12,-7,3,-4,-18,4,-9
-17,-22,-2,-13,-12,-16,-29,-16
-1,-22,-8,7,-5,-9,-12,4
