EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
6,2,-2,-8,-5,1,-1,-1
-3,-16,-3,-3,2,0,-1,-6
7,18,-1,0,0,-5,-3,2
-13,-24,-7,-5,-3,-3,-2,-3
0,8,-5,-6,-10,-6,-3,0
15,17,5,-13,-3,-1,-2,2
-18,-29,-1,25,11,3,0,-2
30,44,11,7,0,0,-1,1
-31,-30,-6,-2,-5,-3,-1,-4
2,0,-8,-6,-6,-6,-10,3
5,-10,-4,-12,-7,-2,-1,0
1,-13,-4,-9,-4,1,4,-4
-4,-27,1,10,0,-1,1,-3
-3,2,0,2,0,-3,-5,2
3,24,0,-5,-2,-3,-8,1
-1,10,-3,-7,-4,8,15,4
3,2,0,1,0,0,2,-3
5,-4,-3,3,3,5,9,2
9,18,2,-3,-6,-9,-6,1
-23,-22,-2,5,1,-9,-30,-9
14,26,3,-7,-7,-3,2,2
-2,-3,4,-7,2,6,-9,0
-15,-27,-12,-3,0,5,12,-6
2,-20,0,12,2,5,3,2
-8,10,-1,-1,-1,-1,-3,-2
14,18,1,9,3,-5,6,4
2,-1,-1,-12,-7,-1,-5,-3
5,18,0,-14,-5,-4,-2,-1
-6,-16,3,10,3,0,-9,-4
-2,-11,-4,-3,-6,-9,-2,-4
1,21,7,5,5,5,-1,2
-3,-9,-7,-4,-8,-13,-35,-3
-13,2,-6,-17,-5,-10,-1,-9
2,-2,2,3,1,14,22,9
3,5,5,-4,-2,13,51,5
-1,0,5,-11,1,4,5,-2
9,3,-15,-9,-12,-23,0,14
2,-7,11,15,2,-23,-15,-2
-29,-10,-6,-2,-3,18,16,-9
19,19,9,-29,1,10,43,19
-2,-13,6,47,14,-7,-34,-4
3,-10,-20,-32,-16,-6,-14,-3
-1,25,19,7,5,1,-35,-8
-10,-32,-5,22,-8,-15,0,-4
-1,10,2,-27,-7,8,2,1
4,4,-2,12,8,-5,-21,-6
12,16,-3,-11,-17,-20,-29,-2
-25,-21,-19,-13,-8,-9,-24,-22
-4,-10,-6,-11,-7,-11,-4,4
1,13,4,-9,-4,23,43,7
-8,-19,2,32,16,-6,37,6
-23,-6,-5,11,1,-13,-46,-28
3,-14,-6,-30,-17,-17,-45,-3
-34,20,-22,-11,-3,-30,-62,-35
2,-25,5,1,-6,-12,-9,18
5,1,6,27,20,60,91,14
18,20,24,23,30,48,100,18
4,11,4,7,-11,-7,-21,-9
-12,-28,-14,-9,-7,-21,-65,-10
-2,7,-13,-27,-16,-20,-74,-19
-9,3,1,-5,-8,-7,-19,-1
19,-6,2,6,1,17,46,22
-11,-2,-7,-13,3,4,-14,-9
10,7,10,19,10,6,22,11
-7,7,-10,-14,-2,1,7,-6
4,1,23,32,11,-3,7,7
-3,16,-6,1,-8,-18,-23,-18
8,10,-17,-47,-22,-1,10,8
10,-15,7,12,7,6,16,13
-9,-6,5,25,10,18,42,15
-32,-7,-25,-31,-24,17,8,-11
33,27,32,-2,27,12,31,8
-6,7,2,20,7,19,5,1
-15,-27,-20,-33,-18,-16,-25,-6
15,5,9,39,21,2,25,19
-17,-5,-6,-41,-11,-10,-24,-12
-4,-3,-9,-14,-7,-8,-21,-17
11,-1,11,8,11,26,-17,5
-6,-7,-14,-27,-14,-2,15,2
-1,-33,-6,22,-3,-20,-6,6
-1,21,8,-3,-3,1,-18,-12
-31,-37,-20,-20,-26,-24,-62,-15
29,43,6,-34,2,-9,1,1
5,10,23,58,32,18,1,6
18,-10,-16,19,2,8,46,24
23,36,2,-47,-11,-19,-2,16
-32,-22,5,4,4,0,34,2
-22,-47,-72,-70,-55,-37,-39,-41
-10,45,93,58,77,54,40,-2
-19,-1,-11,-8,-8,-22,-62,-24
50,35,16,-21,8,38,27,22
8,22,14,31,14,11,40,31
-17,-98,-48,-51,-51,-57,-82,-19
22,83,33,15,15,13,48,7
1,-47,-21,34,2,11,-12,-8
-7,3,-41,-72,-56,-38,-40,-3
-25,-49,-12,-13,-8,2,5,-3
-14,9,15,45,21,16,-18,-26
18,14,0,-20,2,-19,25,6
-11,-28,-21,-13,6,18,-2,18
1,29,55,46,17,-18,40,7
-2,-15,33,38,20,1,27,2
-1,4,-10,4,-8,23,-4,-16
-20,-20,1,15,30,40,55,19
-18,21,-14,-16,-6,3,9,7
-19,-33,-37,-58,-26,13,24,-10
-12,-28,17,22,12,-28,-55,-7
27,35,13,2,-4,-14,-12,10
31,57,-9,-19,-14,-3,1,9
-3,-27,-6,-5,-10,-8,-5,-5
-17,-18,-11,-5,-7,6,1,2
4,-3,13,31,23,-9,-13,-16
-5,0,-11,2,16,4,-18,-7
5,-22,-11,-10,-12,2,16,8
8,-1,0,0,5,-8,-23,-13
2,40,20,7,-6,1,6,-8
3,-4,-16,-7,-15,-8,-6,1
0,-40,-12,-7,-5,-13,-9,-2
11,37,5,3,13,-2,7,8
-2,2,15,7,-1,3,4,22
-6,-19,-14,-16,-14,4,3,-28
3,13,-2,5,-12,19,15,24
-5,-16,0,5,9,1,-20,-14
-19,-55,2,8,1,-19,-20,-3
21,35,-12,-22,-27,-16,-29,-1
-5,4,8,-7,1,2,71,69
4,-14,-12,17,19,3,-20,-72
5,7,9,15,0,-2,-22,-19
-12,-27,-18,-16,-5,0,5,-1
10,-6,-6,-16,-10,-6,-27,-17
-6,12,-2,-5,-8,-7,0,21
6,23,1,9,-13,-1,16,3
-10,-27,5,3,21,5,-5,6
10,26,3,-6,-14,-13,7,5
-7,-27,-14,7,25,15,8,-26
17,10,-19,-2,5,3,-12,-9
-11,5,40,19,1,-3,13,32
3,3,-1,-10,3,-1,-12,-36
-9,-12,-15,-24,-32,-9,-4,-13
-4,-13,-43,2,16,5,4,13
11,-4,-15,9,6,-10,-13,9
-6,24,58,21,2,2,-3,-30
-1,8,22,10,23,14,11,25
1,2,-4,-16,-10,-4,4,-9
8,-1,-32,-28,-21,-6,-7,2
-8,-17,-24,5,18,-3,-2,-5
-9,-7,-2,-3,-10,-6,-1,4
-4,1,8,-6,-13,-5,-5,7
-8,-16,-11,3,1,-12,-3,-13
-5,-12,-7,-1,-5,-8,7,-6
7,10,2,-6,-8,-12,-17,22
-18,-9,14,12,22,27,2,-33
-4,-4,3,-2,-4,-1,-5,-4
-4,-13,-51,3,12,-3,-6,-8
14,30,76,13,-4,-5,3,18
0,-2,8,-6,-12,-11,8,2
-4,10,14,-8,4,13,1,-6
-4,-19,-22,-5,-6,-9,-12,0
0,0,-29,-16,-9,0,3,2
2,4,-1,8,6,-4,-3,2
7,7,42,6,-8,-1,1,3
12,11,-26,0,5,-3,-2,2
-15,-13,8,-12,-12,-5,-7,-20
2,13,7,-5,-13,-10,8,13
8,-11,-61,-12,4,4,0,0
-10,-5,25,5,-4,-11,-14,-3
-12,-12,-7,6,15,18,7,-4
14,-1,2,-3,-2,-3,0,4
-7,9,3,-1,-6,-10,-6,-8
-6,-15,-20,-2,14,12,-2,-3
-3,7,12,0,-9,-4,4,6
