EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-14,-15,-7,-18,-9,-28,-20,-14
-5,1,2,11,-1,14,6,4
-4,5,-10,-10,-6,6,-4,3
-5,-12,0,-34,-4,-12,49,17
-7,1,15,9,14,3,-13,-9
33,11,21,65,18,6,-9,9
-22,-30,-26,-14,-14,-21,-34,-29
30,28,18,-13,19,36,8,3
-12,-4,4,29,17,12,15,10
-6,-1,-9,-8,6,13,-20,-10
-17,-18,-8,-19,-9,-7,-26,-8
4,-6,-14,-11,-18,-23,-2,0
-14,-48,-9,-23,-14,-3,2,-3
5,36,7,5,4,5,-22,-10
18,33,10,17,0,1,51,24
-10,-8,-2,-9,-5,-9,-12,-6
-3,0,-1,5,20,29,52,15
-4,-5,-8,-21,-20,-30,-18,-9
10,15,26,45,28,17,-9,-3
-4,1,-5,26,0,-11,-17,-5
-1,-3,-6,-42,-27,-27,-13,-9
-6,-13,-11,-28,-17,-25,-11,-14
14,25,8,9,12,20,17,10
7,-17,5,21,18,14,49,16
-8,13,12,47,19,15,-12,-8
-6,-12,-13,-34,-36,-20,17,11
-16,-3,-9,-16,-15,-28,-82,-28
20,8,4,1,12,34,55,22
32,24,3,-9,-7,1,33,20
-14,-10,1,2,7,-7,-16,-13
-13,-14,-3,-1,-9,-3,-10,-6
-29,-14,-25,-14,-14,-20,-50,-16
21,19,-2,-30,-16,-3,-21,-11
22,-2,-2,5,6,14,39,27
-16,-11,4,-1,-1,-27,-18,-8
-8,2,-13,-17,-15,-9,-35,-15
15,7,27,18,11,18,53,32
-8,-15,-17,-12,-14,-11,-61,-17
-16,-6,-19,-16,-10,-14,-31,-23
17,2,7,-15,1,-5,30,24
-4,-3,10,29,22,29,15,-1
6,3,17,28,24,2,9,-1
-9,15,-5,-14,-2,20,42,7
-10,-10,-3,-8,-16,-29,-29,-19
-1,-22,-16,-18,-10,-7,-28,-1
-11,-4,-10,-11,-11,4,-15,-15
19,-16,9,5,17,15,68,30
-2,-5,-13,10,-7,-7,-9,-1
-13,2,-6,-52,-17,-14,-18,-14
13,6,18,39,26,11,28,15
5,3,-3,-17,-10,4,3,0
-9,-3,2,1,-3,-5,-7,-7
3,0,-8,-7,-4,2,3,-1
-12,-16,-19,-24,-18,-12,-17,-11
-2,13,5,3,1,-8,0,4
10,-4,10,1,10,7,-2,0
-25,-2,-8,10,-2,-10,-17,-9
5,-14,-3,-7,-3,-1,8,3
14,37,7,8,4,10,9,3
-1,-5,6,10,4,10,0,0
8,12,0,7,7,-7,-8,0
-7,-11,1,7,12,5,19,8
-4,-14,-3,-6,-7,-8,-10,-4
-5,-8,-24,-11,-5,-4,-10,-8
-8,-30,-33,-4,-4,-4,1,-3
8,54,48,7,-7,0,4,3
-8,-49,-47,2,7,-5,-13,-6
-20,8,43,-1,-3,1,-3,-8
12,44,17,5,-7,0,0,2
-21,-71,-34,12,7,6,11,13
21,30,-28,-13,-6,-4,-3,-12
-1,-37,-19,6,6,4,7,20
11,47,42,8,-3,-9,0,17
5,40,29,-2,-2,-3,-12,-38
-16,-53,-58,-9,-2,-3,-8,-13
