EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-1,0,0,-2,0,0,1,-1
1,2,-1,-1,1,0,0,0
4,1,1,-2,-2,0,-1,-1
-2,-1,-1,-1,0,-1,-1,-3
2,-2,-1,1,0,-1,0,5
7,-1,-2,0,1,0,1,5
-19,-5,-4,2,2,-3,-3,-9
1,0,-2,-5,0,-3,0,-2
-2,-1,0,-12,-17,-3,0,-2
4,2,3,10,-6,1,1,1
8,-1,-4,-2,15,3,1,4
-3,-1,-1,4,3,-2,-3,-2
-1,1,1,4,-1,-2,-1,-1
-4,-7,-3,-10,-7,-2,-4,-4
2,0,-2,-13,-35,-5,-2,-1
-8,-7,-4,5,29,1,-1,-3
2,8,6,-4,-8,-1,-1,6
-3,-6,-1,-5,3,0,-2,-8
8,-16,-4,16,11,2,1,1
0,18,10,-49,-22,-4,0,2
15,19,13,20,-14,5,2,5
-17,-13,-2,18,42,2,-2,-11
6,-4,-5,-11,-5,-2,-1,1
8,7,-5,-3,-6,-3,-3,1
-18,-23,-9,-12,-5,-4,-4,-4
2,5,-2,-8,-13,-4,-2,0
-2,-5,-1,1,-3,-2,0,-2
4,-1,-1,-1,7,0,-1,-2
1,-3,-1,-26,-24,-6,0,-1
-3,-2,0,3,2,2,0,-2
-1,-5,2,18,24,3,-1,2
-9,3,-3,-28,-32,-4,0,1
2,13,7,8,33,5,0,-3
21,13,5,6,-6,-2,3,6
-16,-2,-1,3,1,0,-1,-8
-4,-16,-3,19,14,2,0,-2
-13,-10,-2,-6,-10,-2,-1,-2
16,14,2,-12,-7,-1,-3,2
-16,-32,-2,9,10,-1,-1,-3
12,37,1,-14,-26,-7,-1,4
5,20,-2,4,2,2,3,3
-9,-13,-3,5,16,1,-1,-2
-4,8,-2,-26,-19,-1,-2,-2
-11,-15,-2,10,7,2,-3,-4
4,-8,0,16,8,-2,-5,-3
-4,-3,-4,1,1,-2,-1,2
6,2,-4,-3,-4,-2,-1,2
1,-6,-2,-16,-10,-3,-1,0
8,9,2,-1,-5,-1,1,5
-14,-13,-7,-1,-1,-2,-3,-6
-8,2,2,-5,-13,-3,-5,-12
-1,-3,4,16,20,1,-2,-3
10,-10,-4,-2,-2,0,1,4
-18,6,-4,-8,-7,-2,-7,-6
9,-6,-4,-11,-10,1,18,13
-17,0,4,-2,3,0,-4,-12
2,-6,0,5,1,3,5,3
5,4,1,-4,-2,1,8,2
10,17,-5,0,-3,-6,-10,2
0,-18,-3,-9,-2,-1,-1,1
-2,-4,-10,-16,-14,-5,-8,-4
-12,-21,-11,-28,-16,-6,-3,-7
3,2,14,24,11,3,-2,-1
-8,-12,2,11,12,3,5,0
23,34,12,5,-4,-1,-14,2
7,2,0,12,6,6,-13,0
-22,-15,-16,-21,-13,-15,-7,-12
14,7,-5,-16,-12,-10,10,2
-19,0,0,13,17,-1,-35,-1
2,0,8,-3,-4,6,9,4
-3,-13,-17,-4,0,-3,-3,0
-16,-21,-2,7,5,0,-6,-1
12,23,-5,-4,-7,-3,20,-3
9,1,8,2,-1,-4,-15,2
4,11,11,4,-2,-5,-35,-3
3,-4,-7,-1,2,2,4,-4
-5,-12,-5,-10,-9,6,37,3
-8,1,2,9,11,9,33,2
8,0,3,3,2,7,19,7
3,15,0,0,-6,-11,-14,-1
-8,-20,-5,-4,-4,1,-20,-16
-4,6,0,4,1,-15,12,4
10,4,5,5,11,14,44,13
4,1,0,-3,-4,-5,-24,3
-2,-9,2,8,13,20,76,11
-9,-16,-15,-12,-14,-12,-62,-21
-4,-1,-5,-9,-11,-27,-31,-8
6,8,2,1,1,7,34,13
0,-5,2,2,-2,-7,-20,3
5,-4,-1,-2,2,20,36,15
-1,10,11,7,5,15,-1,-5
-7,-14,-13,-11,-8,-4,-34,-14
-13,-11,-6,-1,-4,-9,-31,-7
2,19,7,4,-3,-8,38,14
10,6,-1,-1,15,24,2,7
-9,-8,4,-1,3,-4,-15,-5
9,4,7,12,8,7,-23,-9
1,5,2,4,7,18,1,3
-3,-11,-4,-3,-13,-8,-1,-2
-4,-5,-14,-11,-1,4,-6,-7
-1,2,6,8,11,16,6,-1
-10,-26,-14,2,13,11,-22,-10
-8,-6,-10,-41,-23,-33,-45,-19
4,16,15,65,21,13,-62,-10
2,18,-8,-35,-21,-11,17,1
0,4,15,43,32,10,-21,-11
-18,-16,-14,-4,-9,-5,24,3
2,2,14,10,13,-16,1,3
-19,-27,-11,14,-10,-16,-54,-22
-1,3,-16,-35,-30,-9,-14,-7
10,0,-3,3,5,-4,-21,-7
10,25,13,13,9,33,51,9
4,-13,-12,-5,-10,-17,23,13
-1,-22,-19,-43,-28,-3,31,4
-2,18,22,30,12,14,4,-1
15,-18,-16,-29,-19,-24,7,14
7,26,26,-14,-4,-1,5,6
-24,-27,9,79,38,-12,-28,-6
-2,18,-7,-54,-18,10,9,2
13,7,8,-6,-12,0,8,-3
-20,-36,-16,3,-12,-16,-18,-17
-8,0,-10,-32,-34,-18,3,3
2,-3,8,20,8,14,49,13
-24,-23,-21,-31,-8,12,3,-23
9,4,-2,-9,-7,-13,-7,6
0,-2,5,-4,-1,2,30,1
-3,-6,-5,18,13,-9,-37,-12
-14,2,-8,-15,-11,-10,-4,-2
9,-3,-11,-21,-11,6,-5,1
2,8,2,8,6,-12,-32,-16
31,41,36,47,30,13,15,18
-18,-16,6,19,7,21,11,-3
12,16,-4,-2,-1,-25,-10,4
-24,-16,-4,-15,0,1,8,-1
-7,-14,-18,-21,-21,-19,-22,-13
14,3,7,32,8,7,20,6
2,31,0,14,14,18,25,6
6,-23,-13,-34,-8,-7,4,4
-8,6,0,-17,-17,-1,-12,-9
-22,-20,-13,-14,-13,-16,-72,-29
11,4,17,25,23,23,79,32
0,9,-2,-4,-12,5,-3,-6
-9,-11,5,22,17,1,-6,-2
13,8,-16,-31,-21,-52,-52,-15
-39,-7,4,3,-7,-15,-37,-21
12,20,7,3,14,25,63,13
-3,-10,-10,-3,-12,6,-2,-7
6,1,-9,-35,-2,3,7,12
2,-6,32,45,21,17,23,12
7,8,4,28,6,-13,-53,-17
-20,-22,-21,-17,-11,-13,-46,-25
24,36,-4,-1,-11,-1,67,18
-17,-48,-36,-52,-22,-6,-24,-14
17,16,31,37,32,23,56,23
31,52,27,45,29,9,22,21
-5,-1,6,3,-12,-18,-27,-6
3,-23,-18,-16,-8,5,-21,-10
-13,-10,-19,-34,-19,-7,-33,-10
-6,-25,-9,-5,-5,-10,5,-1
-16,2,6,8,4,6,3,-6
-9,10,-8,-8,-6,-2,-36,-15
16,-7,-4,-3,-18,-23,-44,-11
20,-3,-18,-40,-27,7,86,34
-30,-14,32,79,49,34,44,6
2,-15,7,13,16,42,92,25
32,38,36,53,40,17,-14,3
-9,18,-2,20,-13,-25,-34,-15
1,-30,-44,-64,-23,-3,-37,-15
-1,34,28,-6,5,-12,-32,-9
-6,-17,-15,-12,-24,-20,13,4
-18,-22,1,8,5,16,0,-3
24,23,4,10,-8,-11,14,12
-19,-1,-18,-26,-15,-34,-27,-23
6,-9,-13,-38,-21,7,30,12
-13,-13,-9,-12,0,3,-47,-19
