EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-6,-6,0,-8,1,-1,0,3
0,-16,-1,1,0,5,-19,-8
-1,33,2,11,3,-9,-29,-5
5,8,6,-4,0,10,45,8
13,12,9,9,-3,3,16,8
-27,-33,-34,-21,-4,-6,-29,-19
3,-2,4,2,13,23,31,16
-13,-22,-13,-9,-7,-25,-56,-28
8,35,13,1,8,22,32,11
10,9,4,1,-7,-32,-28,-2
-11,-24,-13,-3,-10,-8,-16,3
20,0,-2,2,-1,15,10,11
-38,-18,-16,-35,-24,-4,-12,-10
-6,-4,12,4,25,25,6,-1
1,23,12,18,11,2,-6,-11
12,-1,-8,-19,-20,-34,-67,-1
-2,0,8,-8,-12,-33,-13,4
23,30,15,15,3,13,44,20
-3,-15,-10,-19,-11,-11,-46,-25
1,-9,-3,3,3,37,84,29
-4,-5,-6,-9,7,16,38,15
-15,5,-6,-9,-10,-4,2,-6
-1,-10,-2,10,12,5,0,-5
0,2,-2,-13,-13,-5,-47,-20
-6,-28,-23,-6,-13,-34,-80,-40
19,27,21,2,-3,-5,31,33
-2,-13,-9,4,0,-6,42,9
-18,-3,6,13,15,-2,28,9
-16,-15,15,56,15,-2,-25,-16
-5,5,-18,-21,-14,-7,-74,-39
-3,-17,-13,-57,-34,-40,-78,-20
-18,12,4,14,12,-2,32,7
25,11,9,13,12,7,32,18
10,0,-4,1,-5,13,-21,-9
1,3,-4,-3,-11,-51,-23,0
-54,-25,-6,-10,6,43,27,-24
1,-3,-9,-6,-8,-2,-8,-11
14,9,10,22,31,30,110,56
15,2,12,9,3,39,49,9
10,-2,-19,-19,-26,-40,-46,-21
-3,-5,-18,-36,-14,-10,-25,-2
-4,-13,10,42,11,-9,-34,-16
5,-3,18,0,-1,4,27,6
2,4,22,58,30,7,-9,2
10,13,-8,-4,-2,10,12,5
-18,-10,-25,-31,-27,-22,-17,-11
-6,2,3,-31,-3,14,-7,-7
1,-19,5,23,-3,-27,-39,-3
5,-25,-6,-8,4,2,-13,2
-10,14,12,23,11,4,4,-7
-24,-4,-9,8,-1,4,26,3
9,14,3,-32,-5,-1,-3,1
3,10,2,12,4,1,-9,1
3,-19,-7,-13,-13,-10,2,-4
14,28,-2,15,21,26,35,19
11,-4,-3,-13,-15,-15,7,9
1,-3,-4,-1,-1,-11,-24,-14
-7,-3,-4,-17,-9,-7,-70,-23
8,-15,1,20,12,-9,28,13
15,35,-5,-13,0,7,41,12
-7,6,7,9,-1,2,-9,-9
1,2,0,-4,3,9,14,13
7,-9,-7,3,1,13,4,-6
-3,-30,-6,-18,-22,-24,-31,-4
0,33,30,47,20,20,59,22
17,9,9,14,9,-7,22,7
-10,3,-2,3,-9,-4,-1,-2
-25,-39,-18,-18,-6,4,-13,-11
17,25,-4,-17,-15,-6,-15,-4
-6,-10,-3,-8,-7,-12,-13,-4
-5,-16,-5,-8,-1,6,-10,-3
32,64,3,1,1,7,14,11
-21,-11,-1,0,1,-12,-18,-11
-6,-5,0,-4,5,22,3,4
0,6,-9,-8,-21,-20,-30,-18
-1,-27,4,4,10,5,40,10
0,2,0,9,14,1,-10,-4
22,4,-3,-13,-11,-18,-1,3
-19,4,0,8,4,7,-12,5
-1,-12,-16,-21,-22,-17,-30,-15
-11,-14,-12,-43,-6,12,-14,-12
-5,-18,12,50,5,-31,-89,-30
18,-24,22,22,34,32,63,43
-15,48,4,-3,-7,7,50,-12
-23,-45,-35,-34,-25,-20,-40,-24
-8,-1,-14,-16,-5,4,-2,-9
-13,-12,-9,-14,-17,-20,-34,-18
0,1,-2,-8,9,2,-37,-9
-8,-22,7,6,7,17,60,18
-3,12,10,-8,-3,11,49,13
8,14,5,35,10,-8,-13,-8
0,-13,-2,-6,0,10,5,5
-1,-7,-15,19,-9,-29,-42,-11
-16,-26,-10,-44,-8,10,-28,-10
-19,16,24,33,22,14,69,30
15,17,29,39,30,40,32,1
10,-1,1,-2,-5,0,23,11
16,5,-20,-13,-23,-7,13,17
8,-9,-26,-57,-23,-18,-49,-30
-49,-32,-9,-6,-5,-15,-62,-16
1,23,22,11,23,28,58,27
10,-5,8,26,-1,-10,43,19
-19,-9,-14,-16,-5,1,-22,-29
5,-11,-9,-7,-9,2,14,9
6,11,-2,-14,0,-7,-5,-1
-2,10,0,0,0,-10,-33,-5
-4,-19,3,7,5,4,10,4
1,-6,-6,-3,-6,-10,-19,-9
-11,4,1,4,-16,-29,-35,-13
9,8,-8,-21,-17,2,24,2
3,9,4,13,9,7,-8,-5
13,6,4,8,12,4,3,6
10,10,-1,-3,-2,2,4,3
-18,-22,-4,1,-2,0,-2,-7
0,-2,-6,-11,-14,-8,-9,-5
3,-3,-36,1,-2,-4,4,7
-10,-7,29,-1,-4,-4,-1,-7
-12,-17,-28,-11,2,-1,-5,-5
9,-8,60,19,4,3,-1,6
6,5,-15,5,5,-2,1,4
8,1,37,5,-6,-3,-3,1
3,29,21,4,11,7,3,-7
-2,-22,-48,-13,-3,0,-2,-1
3,18,33,-2,-7,-4,6,12
-19,-108,-107,-15,-12,-2,-6,-9
23,112,85,3,7,4,3,9
7,19,20,24,13,2,12,6
13,28,-7,0,-2,-6,-12,2
-2,17,18,6,5,3,1,12
-23,-56,-71,-27,-12,-7,-13,-25
17,18,23,-19,-11,-3,-8,-1
-46,-82,-69,-1,-14,-1,-2,-19
48,83,92,37,27,9,25,37
-10,-12,-1,1,-1,-2,-5,-7
14,47,65,-1,-3,-1,-8,0
-16,-71,-53,7,5,5,12,21
