EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-3,-1,-2,-1,0,0,-1,-1
-1,-2,-2,0,-2,-3,-1,-2
2,-1,-4,0,0,0,-3,0
-4,-1,-1,-3,-1,-2,-2,-2
-1,-2,-1,-3,-4,-2,-1,-2
-3,-2,0,2,-1,-2,-3,-3
0,-1,0,2,3,-2,-2,0
0,0,-1,1,0,-1,0,0
0,-2,0,-9,-6,-1,-2,1
-1,-1,-2,0,2,1,-3,-1
8,2,0,-1,-1,-2,-1,-3
-13,-4,-3,-2,-4,-2,-1,-6
3,-2,0,1,1,0,-1,-1
-7,-2,-2,-4,-4,-1,-1,-2
-2,-1,-1,-1,-4,-1,-1,-2
5,-1,0,0,0,-2,0,1
-1,1,-1,1,0,1,-1,-2
-2,-1,0,-1,0,-1,0,-2
-2,0,0,0,-2,-1,-2,0
-8,-4,-1,-1,-2,0,-2,-3
-4,-2,-2,-2,-3,-3,-3,-2
3,0,1,-2,0,-1,-1,0
2,-1,0,1,0,0,-1,-1
-9,-2,-1,0,1,-2,-4,-6
0,-2,-4,-1,0,-3,-2,-1
-1,-1,0,-5,-4,-3,-1,-1
4,0,-1,-1,-4,0,1,7
-8,-2,1,-2,-9,0,-4,-11
-10,-4,1,7,8,0,-1,-5
-1,-1,-2,2,9,-1,-1,-1
0,-1,-2,-1,-2,0,0,0
4,0,-3,-3,-1,-2,-2,2
1,0,-1,-6,-7,-2,-2,0
1,-1,-2,-2,-5,0,-1,-1
-4,-1,-1,-1,1,-2,-1,-3
5,0,-1,2,-1,0,0,2
2,-3,-3,-2,-3,-2,-2,0
1,-2,-1,0,-1,0,-1,-1
-3,-1,-3,-2,0,-1,-2,-3
0,-2,-1,0,-1,-3,-1,0
1,1,0,-3,-2,-1,0,1
1,-1,-2,2,1,-1,-3,0
-2,-2,-2,-1,-1,0,-2,-3
1,-1,-2,-3,-3,-1,0,0
0,-1,-2,-2,1,-2,-2,-1
0,0,0,-7,-6,-2,0,-2
-2,-3,2,-2,-15,-1,0,-4
-6,0,1,11,25,3,2,1
1,2,0,-2,-9,-2,-2,-3
-3,-5,-2,2,3,-1,-1,-2
-4,-16,-6,-2,-1,-5,-2,-3
7,8,-20,-37,-21,-5,-4,-1
-11,0,3,-11,-2,-2,-1,-5
8,0,27,68,12,10,5,6
14,-1,7,11,19,2,0,3
-16,10,6,24,-20,-3,0,-4
0,-2,-13,-13,9,0,-1,-2
-18,-23,-15,-15,8,-3,-1,-5
9,18,9,1,1,2,-1,2
12,-2,-5,-4,-3,-4,0,1
-3,18,6,5,-19,0,-1,-1
-1,-1,-5,-14,2,-2,-2,0
-3,-6,-9,6,5,-3,-4,-3
5,-4,-6,-39,-19,-4,-4,2
2,-3,4,27,6,4,2,1
-4,-3,-7,-13,7,0,-4,-4
-8,3,2,-15,-5,-1,-2,-6
9,2,6,17,8,3,0,2
9,-4,3,-6,14,0,-5,1
-12,0,-3,-3,-24,1,-6,-5
0,-2,-7,-10,-8,-11,-12,2
-9,-19,-4,-14,-14,2,29,-6
9,12,-6,3,12,3,19,8
16,9,0,-8,5,4,1,-2
-39,-12,-7,-8,-5,1,-13,-10
0,-3,0,-2,1,-10,-6,0
-7,-15,-2,10,-7,8,13,2
2,11,-2,-8,2,-7,-4,-1
25,4,1,4,-1,0,-4,-4
-18,3,3,8,9,-2,-16,-3
-8,-14,-8,-11,2,-5,-7,-9
-2,-3,-5,-8,-18,-7,-1,0
9,1,2,3,13,2,4,6
-12,-11,1,9,3,1,-4,-6
1,14,0,-5,1,-2,-6,-4
2,-12,-3,-3,-12,-3,4,12
-12,16,-3,1,-1,-1,0,-14
16,-7,-3,1,-2,2,0,-8
-15,-8,-3,-4,-7,-6,-7,2
15,10,2,-3,-2,-4,-7,3
-7,-13,4,9,-2,0,2,6
-18,-7,-1,1,4,-1,-3,-2
10,-2,1,-5,-8,5,15,1
4,13,-2,-3,1,-4,-2,-8
10,-8,-5,-2,-4,-3,4,8
4,5,2,3,2,0,-10,1
-14,-16,-2,-4,-2,-7,-11,-7
-1,-11,-1,2,2,1,8,1
12,26,8,3,-6,2,-2,1
-19,-10,-2,0,6,2,6,-3
18,20,1,2,-1,2,-1,11
-24,3,0,0,0,-2,-10,-16
1,-19,-11,-14,-13,-3,-6,-11
-11,-11,-7,-13,-16,-13,-10,1
-3,3,11,12,14,10,13,6
2,-8,-2,-2,0,0,5,-3
1,2,-1,6,7,-2,-7,1
10,11,1,-4,2,0,-18,1
-3,-17,-10,-8,-12,-11,8,-8
-2,0,-15,-15,-14,-3,1,3
3,8,12,-10,6,5,15,4
11,9,17,50,25,11,7,4
-11,-19,-9,-7,-13,-20,-29,-12
5,19,4,4,3,6,4,1
-13,-10,-13,-15,-10,-1,-1,-4
3,-3,-10,-21,-15,-17,-26,-13
0,-5,2,4,3,8,12,9
0,-8,3,6,10,23,55,12
8,5,-4,4,-2,-5,19,4
-4,-12,0,-1,3,-1,-25,-5
-16,-2,-5,-5,-12,-25,-107,-40
1,-9,-12,-16,-10,0,17,5
17,20,20,17,15,13,93,42
3,-3,3,7,10,16,38,14
6,0,-3,-6,-1,-9,2,1
-10,-5,2,0,-5,-10,-69,-20
-3,-3,-5,-2,-14,-15,-36,-12
7,10,-14,-15,-13,-14,-3,-6
-6,1,7,-11,1,18,21,11
2,8,16,44,22,-7,-24,-7
-23,-32,-16,-5,0,1,-10,-14
-9,-26,-2,-1,-1,-1,6,0
18,39,-1,-11,-16,1,12,9
0,-13,-8,-14,-12,-13,-12,-2
2,12,6,7,5,6,9,4
-31,-49,-17,-14,-12,-9,-38,-24
15,10,-3,1,9,30,24,2
-7,-14,-3,0,8,-13,-67,-12
0,7,2,2,-15,-49,-69,-11
13,13,2,-2,11,3,44,17
-5,-5,-16,-5,-7,17,14,7
-25,-24,-11,-66,-23,-5,-50,-16
3,-4,27,69,32,7,-85,-10
28,44,21,18,31,61,60,41
10,-4,13,69,31,1,34,22
-10,7,-18,-72,-37,-14,-17,1
14,-14,-4,11,10,-2,-72,-19
-26,-5,11,-3,-11,-16,-79,-51
10,-26,2,7,15,10,-92,-10
4,13,-2,8,-4,-27,127,27
-19,-15,-10,-8,27,23,35,-3
-3,2,-5,-7,-7,15,91,22
33,4,0,-17,-18,-16,-90,-11
9,-18,-2,14,1,-14,68,16
-41,2,2,-15,-2,15,34,12
6,1,-17,12,6,-21,8,5
-29,-21,-51,-66,-55,-5,43,-11
7,-14,-10,-43,-16,-19,-75,-26
72,55,82,82,52,26,27,31
-28,-4,55,92,66,71,-95,-6
-39,8,-12,-15,11,-76,-46,-66
-7,8,-21,6,-6,57,62,19
-10,-36,-49,-121,-72,-25,14,-7
33,28,10,-1,-13,-57,-90,-8
15,-23,3,-2,-12,-1,9,18
-4,-4,-11,6,4,37,22,-26
-76,-49,-43,-65,-58,-39,-15,-82
57,15,-10,-20,-4,28,71,76
24,17,29,25,18,5,84,66
-16,20,26,36,15,-29,54,14
-30,-41,-99,-74,-85,20,-79,-57
-37,-20,14,-128,-23,-25,75,-55
25,25,62,72,75,9,54,22
7,-12,0,-74,-22,-12,-55,3
18,32,1,8,-1,-10,-36,13
-32,-42,-97,-128,-109,-78,-15,-18
17,45,92,70,87,61,61,33
-10,10,22,22,36,12,-89,-28
-9,0,-17,-29,-13,17,-19,-12
30,-28,-23,6,-8,44,-14,29
-61,7,-29,-50,-61,-74,49,-7
-23,8,1,38,-1,0,-37,-27
69,22,20,11,-1,4,-9,25
-11,30,-3,26,27,36,9,-8
-10,-49,-39,-26,-21,26,48,-29
-46,-18,-2,17,9,24,36,8
-42,-10,-18,-23,-1,-10,-24,-20
7,-8,-4,-4,-28,-39,-70,-20
15,-15,-42,-112,-39,-4,-50,-7
20,34,51,55,-1,-35,-30,-8
-4,3,56,42,65,30,103,25
50,43,53,91,37,41,28,39
-57,-38,-59,-30,-33,-42,-23,-10
29,9,-13,-16,-14,17,11,22
-20,-27,-23,-41,-18,-26,-28,-6
3,37,1,7,1,-17,-41,-19
26,30,20,10,3,19,-43,-5
5,-30,-41,-14,11,-50,-89,-11
-29,11,65,31,20,31,64,1
-34,-52,-24,-14,-6,26,79,-5
50,73,20,16,-13,-9,1,20
10,-10,-9,11,20,4,33,14
48,57,0,-11,-19,-19,20,25
-27,-15,-4,27,23,-17,-62,-28
-19,-22,-6,-13,-21,-20,-19,-14
1,-9,-20,0,5,15,-17,-20
-9,16,52,12,9,-5,-1,3
4,2,-35,-2,1,-4,21,5
3,-3,50,31,15,19,-26,-5
-10,-19,-1,0,12,4,0,-5
10,-7,-28,6,-5,3,21,19
-23,-8,-9,-11,-5,-20,-10,-5
10,-20,-26,-13,-8,1,-23,-10
11,28,14,0,-9,27,42,18
-1,-16,-19,8,7,-7,-10,-5
3,6,13,-2,1,-7,7,8
-18,13,10,7,11,5,-16,-8
10,10,14,-13,-14,-2,6,3
-6,-21,-17,13,12,-3,-11,1
-4,-13,-11,-6,-4,-7,-10,-17
-10,5,38,2,-16,5,-2,-3
5,-3,-20,-17,-7,1,5,3
8,-17,5,14,19,1,12,7
31,69,34,7,-18,-3,3,10
-7,-22,-46,0,30,12,1,-3
-6,-12,30,-2,-3,-1,1,-6
2,-6,-62,0,-1,-7,-3,7
-6,14,69,-2,-6,-5,-7,-13
-5,-11,-1,-5,-11,1,-7,-6
3,-44,-13,2,-3,-2,-3,0
-8,5,-24,-8,-3,0,5,0
0,-15,23,-1,6,-3,-5,-4
3,29,-44,-12,-10,1,13,26
1,-3,-26,9,5,4,1,-25
-8,3,58,2,-6,0,3,4
-9,-55,-109,-18,0,-1,-4,-8
-6,1,72,0,-3,-1,-7,-8
-1,6,14,7,4,-1,4,7
14,24,54,11,-6,-4,-9,6
-3,-17,-24,2,11,1,8,1
-8,-4,-29,-11,-2,-3,-3,2
-24,-51,-44,-23,-19,-7,-5,-20
41,111,27,8,3,0,0,-6
-33,-99,-77,-29,-8,-5,-2,-1
49,87,79,74,22,9,7,11
-18,-51,-82,-26,-4,-3,-1,2
-10,66,84,2,-8,-2,-2,-3
30,-10,-13,6,14,2,-2,0
-48,-16,61,-22,-16,-7,-9,-22
31,35,30,40,14,7,5,18
-17,-101,-109,-44,-14,-7,-6,-6
10,89,97,7,-21,-10,-3,-2
-19,-11,41,32,32,17,4,-2
21,-33,-68,-38,-24,-11,-2,13
-6,33,88,3,6,1,2,-2
-6,2,33,6,5,0,2,0
-8,-64,-128,-29,-21,-9,-6,-7
-25,-13,26,-10,-1,-4,-4,-2
-18,-93,-94,-34,-14,-1,-1,0
-47,-75,-52,48,11,4,-1,-8
-12,-54,-53,3,8,5,0,-3
12,45,17,2,0,3,4,8
-17,-43,14,0,-8,-13,-10,-11
40,123,57,-21,-15,1,5,10
-20,-96,-51,-31,3,2,-4,-8
0,56,-35,27,1,2,2,2
-5,9,-31,11,15,4,1,0
-9,-25,-19,0,-2,-3,-4,-4
14,39,-51,-40,-22,-10,-4,-5
-5,8,77,-30,-22,-1,-5,-6
16,21,47,52,31,9,8,8
-11,-50,-105,-17,-1,5,1,0
33,-33,44,-26,5,-1,-3,5
12,80,82,69,36,6,3,5
13,-17,-65,-13,-19,-2,1,3
-8,-40,26,-10,-36,-12,1,3
-9,-7,-31,-11,-12,-2,-3,-4
-3,8,55,-16,-11,-3,-3,-4
22,25,34,9,6,0,0,3
-9,36,14,-4,-5,-4,-3,-4
-3,-54,-34,-8,-5,-5,-2,-3
17,64,20,15,18,-1,2,6
-4,-10,-27,19,3,1,1,-1
-4,-16,8,12,14,0,-1,-2
4,47,4,-22,-12,-4,-3,-2
-11,-65,-5,15,-3,-8,-6,-1
-12,-44,-60,-19,6,10,4,-2
20,45,44,20,15,0,1,1
-5,26,54,38,8,-4,-9,-7
-19,-47,-69,-33,-18,-7,-6,-10
-4,-17,-4,-11,-5,-1,-3,-2
5,10,14,-2,-2,3,0,2
-11,-11,20,4,-12,-1,1,-2
-7,22,8,-8,13,6,3,-1
7,41,89,22,-10,-12,-5,3
8,-24,-23,-9,19,7,4,4
1,8,8,19,1,-2,-1,1
10,-6,5,-17,-15,0,-1,2
-10,-15,-38,-24,1,3,0,-1
