EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-12,-6,3,23,10,-5,-15,-11
25,9,-3,-16,-11,-1,17,2
-10,-5,-5,-7,-12,0,-41,-7
1,-8,-4,-4,-1,8,67,22
-21,-2,-27,-44,-23,-11,-76,-51
-33,-21,8,-19,4,-38,-5,-3
56,41,34,60,45,59,91,60
23,10,14,5,-10,2,26,21
-13,-13,-1,11,7,12,1,-5
-16,-4,-16,-24,-13,8,-44,-24
-21,-23,-11,-14,-10,-19,-19,-12
4,3,6,9,6,2,5,8
4,-5,0,0,-4,-1,5,10
5,1,-5,-3,-8,2,3,0
0,-6,-2,-6,-1,-14,-3,2
-24,-6,-3,15,-3,-7,-49,-18
31,12,3,11,2,-13,31,15
0,2,11,24,5,6,-19,4
-33,-18,-2,12,4,-16,23,-26
27,9,3,4,10,3,39,15
-18,4,-9,-8,-5,4,-3,-2
17,30,-1,-3,3,-5,-10,3
-9,-21,-7,-18,-20,-14,-34,-15
15,38,-2,-7,-8,6,-13,-9
16,5,10,11,1,-20,7,7
-5,-12,-7,18,8,12,5,-8
-3,-17,-21,-38,-24,-14,-23,-7
-23,9,0,-9,-1,0,-26,-16
15,-9,-6,0,-4,-9,17,17
-7,-7,6,-10,2,17,27,0
-4,4,3,24,3,-6,-36,-16
10,0,-1,-10,9,-6,97,38
-34,-6,2,11,0,-10,-84,-39
-16,-18,-19,-21,-25,-4,-42,-12
11,16,8,-11,9,27,42,5
23,22,29,58,31,5,71,44
-3,-16,-11,-17,-8,-30,-1,-5
7,0,9,5,-12,-36,-13,4
-7,-8,-15,-17,-13,1,-38,-3
-13,-13,-12,-14,-2,0,-49,-21
20,12,10,15,11,21,35,19
-7,-17,-17,-5,-8,-14,-78,-40
-7,4,2,-9,-7,-16,34,19
-28,-11,-12,-7,-27,-35,-89,-53
-2,1,-10,-20,-14,-21,-19,1
-10,9,4,19,8,4,3,-9
8,9,-7,0,4,35,55,9
-18,2,19,3,8,-22,9,-5
5,10,13,24,5,17,-41,-13
-19,-19,-6,-16,0,15,72,35
19,16,-1,-2,0,-26,-39,-16
15,7,-13,-8,2,26,33,26
5,4,12,-5,1,28,52,19
2,2,-5,1,-6,-23,-20,-9
8,5,16,3,20,27,47,27
-15,-11,-9,-6,0,7,-46,-27
2,-23,4,2,5,1,35,18
17,22,-22,-18,-5,14,15,-6
-61,-39,-15,-43,-33,-25,-49,-25
39,17,20,20,28,11,19,24
-8,-2,-23,5,-15,-16,-10,-1
6,-23,14,-70,-9,7,10,8
-5,52,36,91,30,-3,-65,-32
-11,-28,-27,3,-10,-12,-3,-1
-36,-45,-33,-49,-19,-12,-96,-61
31,12,19,30,6,-38,85,42
-34,-14,-18,-20,-16,9,19,-4
8,-1,-1,-13,-21,-41,-42,2
-11,20,-14,-21,-7,50,32,-20
-5,-22,-15,-10,-8,-20,-37,-11
17,-4,6,-12,1,-8,-14,3
-7,-6,3,30,6,7,-8,-9
14,10,12,8,14,-1,22,27
-7,18,0,15,2,17,18,-3
13,-5,-15,-34,-18,-19,9,6
-4,11,8,-31,-12,-5,-71,-24
35,36,45,61,34,30,101,48
-22,-24,11,33,10,-3,20,-2
18,14,-8,10,15,1,-23,4
-32,-49,-34,-51,-43,-25,-31,-20
22,24,2,-5,10,-42,-25,3
-2,18,-6,-10,1,94,79,5
-13,-40,-13,-17,-16,-52,-76,-20
-17,-9,4,6,7,20,22,-10
5,-21,1,16,6,-12,-26,-6
1,21,-1,6,3,-10,-10,12
25,33,8,0,2,52,79,23
3,-5,1,5,3,16,27,-2
-17,0,-10,-13,-13,-26,-35,-8
-2,-4,-3,-10,-15,-37,-67,-22
-4,-22,-1,8,4,9,14,-3
1,0,-4,3,1,-19,0,20
0,4,-3,-19,-13,13,19,-6
3,-5,9,15,15,4,-2,-4
2,8,0,23,12,-10,-3,15
9,5,-6,-20,-22,7,3,-5
-7,-1,1,-19,-6,0,16,36
14,10,3,22,15,-2,-28,-43
-6,-19,-4,4,14,-2,0,0
7,5,-2,-7,-7,-2,8,0
-26,-13,4,-4,4,5,2,-7
26,43,6,9,-2,-9,-16,6
-21,-15,-1,4,17,9,11,2
9,7,-1,2,18,9,14,-7
-9,-7,-1,-2,-5,-6,-12,-10
-10,-26,-5,1,6,2,-3,8
1,-4,0,-7,-11,-5,-1,-12
-9,-1,-2,6,0,4,-3,-1
0,-4,-1,1,-1,-2,-1,-2
-9,-2,5,-8,-9,-5,4,6
0,-20,-7,3,-2,-6,-13,-15
-3,-1,-18,-12,-6,-4,4,18
8,16,19,-3,-2,4,-4,-13
-4,4,-6,4,14,2,-3,6
27,43,18,-2,-6,-1,8,7
-10,-24,-20,1,3,-1,-10,1
-3,-2,-11,4,-4,0,11,-12
-1,10,24,-1,0,-6,-6,-3
-1,-2,-5,-6,-13,-6,-2,-3
0,8,15,-2,-3,-5,-4,3
2,-11,-10,6,-6,-8,-9,2
-3,-11,11,-5,-13,-3,-1,1
-4,-5,-14,-1,1,1,2,0
0,-10,-30,2,11,8,11,2
1,0,-5,-12,-2,1,-14,-3
-6,-10,-14,-2,-3,-7,-3,-3
-3,8,35,-2,-9,-9,-5,0
3,18,32,9,3,0,2,-3
-4,-11,-38,2,2,2,-6,-11
1,1,11,-10,-12,-4,-4,6
4,-4,-34,1,-5,-12,1,1
-9,-11,-14,-20,-14,-16,-8,-10
1,10,7,7,30,37,10,8
-10,-16,-8,-3,-29,-36,-17,-11
9,8,25,1,2,-13,4,12
15,7,11,19,12,21,10,0
-19,-28,-54,-13,-16,-5,-4,-7
-1,19,25,1,23,30,10,7
-4,-15,-52,11,12,17,2,-7
1,8,10,-18,6,-4,-8,-4
15,11,28,1,-5,-7,2,9
-5,-14,-4,-6,-14,-15,-2,-2
