EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-23,2,0,-1,5,-4,-4,-7
5,7,0,1,-1,-2,0,0
7,-14,-8,-2,-4,-3,5,3
-19,5,-3,-5,-8,-6,-5,-6
14,1,-3,-7,-4,-3,1,0
-11,-7,-4,1,-2,1,7,-1
7,9,1,-2,4,-1,-1,5
1,-7,2,5,4,-1,1,-1
1,7,1,4,-4,-1,-3,0
1,5,-5,-1,-1,-2,-13,-4
-7,-10,-5,-1,-1,-1,-9,-3
2,-18,-6,-9,-1,-1,28,8
-16,-4,8,20,8,1,7,-5
12,8,3,1,5,3,3,3
-2,0,-1,5,4,-10,-30,-12
-12,-6,-2,-7,-13,-6,-12,0
11,7,-1,-5,0,13,29,6
-11,-5,-5,2,4,-8,-3,-4
-4,-5,-2,-1,-3,4,3,-2
-4,-8,-11,-8,-9,-13,-49,-16
8,10,2,-13,-6,-3,2,4
6,12,7,18,12,14,30,5
-1,-14,3,7,0,3,-2,3
-5,10,-5,-3,2,4,-7,-3
-3,-8,-7,-21,-12,-2,-7,-6
-1,-2,-2,2,5,-6,-8,1
-2,-4,4,2,-1,-4,11,1
4,3,3,12,9,13,20,9
-14,-13,-17,-15,-17,-22,-50,-18
1,-1,-4,-20,-11,-5,-29,-5
-8,-10,0,22,7,4,32,6
14,11,10,4,2,1,24,13
10,6,2,4,3,4,-6,0
0,10,1,-3,-13,-13,-14,-4
-5,-2,-11,-15,-11,-3,-15,-6
-14,-11,-7,-2,-1,-7,-26,-20
5,4,6,7,6,2,-1,2
-3,-5,-7,-2,2,6,1,0
-9,-4,2,-23,-6,-2,0,-1
13,6,8,15,3,2,23,11
-2,1,3,-2,-8,-22,-25,-13
-4,3,-9,-11,-10,-2,-1,-3
-18,-27,-24,-18,-5,4,1,-4
10,9,-7,-13,-9,-5,-2,1
9,4,13,19,17,7,13,5
-5,-6,5,4,-7,-4,21,5
-7,13,4,3,-4,-10,-17,-15
7,12,-8,3,-4,-15,-58,-17
6,-13,1,-13,-10,-1,18,5
-20,8,-10,-8,-8,-11,-23,-18
11,8,-10,-11,-9,9,-1,12
-9,-6,-2,-19,-4,-50,50,9
-19,-8,-2,-1,5,-8,-21,-4
-7,-17,1,0,-3,-9,-10,-11
14,17,-3,-1,-2,-5,-28,-3
-13,-36,-14,-23,-11,9,-10,-8
38,53,16,45,18,10,27,13
9,-4,1,-10,19,21,5,6
-6,9,16,24,11,-1,-8,-8
2,8,22,54,22,30,10,5
-8,-21,-15,-26,-19,-10,-14,-3
11,-18,-8,8,-4,17,15,14
-2,24,18,13,27,41,3,-4
-21,17,8,7,4,-8,-5,-9
12,-5,6,18,18,14,32,24
-2,5,9,6,1,-5,37,15
28,-12,-10,-20,-19,-4,72,32
-17,-26,-14,-14,-12,-11,-29,-16
-25,-5,-11,-7,7,20,-14,-21
6,37,9,-5,-9,-13,-1,7
-1,-8,0,-2,0,1,6,8
10,8,-5,-5,-7,7,-3,2
-9,-29,-25,-31,-24,-14,-17,-6
34,47,41,48,21,6,-8,2
-15,3,1,8,-3,-24,-32,-23
-34,-57,-30,-26,-7,12,-30,-14
8,-9,-11,-6,-15,8,-3,4
3,28,23,31,43,30,81,32
29,24,26,30,16,23,82,35
20,4,3,8,-2,-7,-14,-4
-18,-4,-2,-8,-2,0,-9,-6
-27,-43,-33,-30,-21,1,-43,-24
8,8,-2,-12,-12,-4,-25,-8
1,13,8,-6,-8,-35,-1,10
3,-2,-1,-6,-3,7,-3,-3
2,12,0,-4,-2,-33,-25,-12
-25,-33,-15,-18,0,5,-25,-15
2,-13,-3,1,-5,-9,-6,0
17,-8,-6,8,-6,-32,-12,2
-25,8,-21,-55,-20,-8,-36,-38
-10,-19,17,52,35,3,-15,0
19,22,10,5,20,20,-2,-3
18,34,25,30,8,0,19,13
-9,-9,-17,2,-17,-12,-25,-17
-35,-55,-40,-43,-33,-37,-118,-49
-1,6,18,-28,12,-9,23,7
1,21,34,93,47,38,27,20
10,-31,-6,-8,-13,-2,17,13
14,19,-6,-12,-10,22,74,19
-30,-41,-23,-13,-12,-4,-48,-20
20,35,4,-29,-13,-6,-3,4
-18,-30,-3,5,16,27,1,0
-11,-27,-29,-23,-30,-37,-27,-6
12,39,17,9,12,16,13,0
-6,-19,-16,-30,-10,4,-2,-16
-14,-11,-6,-23,-5,-11,-6,-6
-23,0,18,30,14,14,-3,-10
8,-11,-22,-14,-32,-45,-18,5
-5,10,12,59,39,38,44,-2
-8,-46,-15,-21,-25,-28,-30,-6
25,42,4,-16,-3,2,27,16
-13,1,2,5,0,-13,-4,-2
-31,-51,-19,-31,-31,1,-3,-9
23,20,6,4,7,3,11,13
-7,9,5,7,13,-19,-18,-2
16,-2,12,8,8,50,39,12
-19,-21,-15,-13,-6,-37,-36,-3
13,15,10,13,14,31,33,-2
8,-1,-1,-15,-29,-19,-6,9
3,20,3,17,10,16,10,0
-4,-16,-7,-18,12,-19,-14,13
0,2,3,3,-6,-23,-24,2
-14,-16,-1,12,11,-3,-24,-45
25,34,0,-6,-12,5,30,26
15,12,-2,-19,-18,1,15,20
-3,-6,3,11,8,-5,-7,-6
-1,-25,-7,-2,4,3,7,28
9,32,10,4,3,19,17,-24
1,-3,-1,-5,2,-5,-5,10
5,10,-2,5,5,3,-3,-5
2,-10,1,-9,-5,-3,4,-1
-7,-20,-7,-2,-7,-1,-3,2
-5,4,-10,-5,-6,-8,-9,-3
-17,-28,-4,-2,-11,-9,-11,-19
