EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-2,-19,-9,-17,16,0,-1,1
29,14,21,57,13,6,6,12
-9,6,5,10,19,3,-2,-7
-2,-9,-3,1,-1,-2,2,5
-17,-12,-13,-33,-20,-5,-2,-2
9,19,-1,-4,0,-2,-2,-3
-7,-26,-3,5,-1,-1,-3,-5
-9,2,-2,-4,-2,-2,-3,-4
2,10,1,5,-5,-2,-1,0
-11,-20,-5,-12,1,-1,-3,-2
3,-8,2,8,-3,1,0,-1
-3,-6,-6,-9,6,-2,-6,0
-7,10,7,2,-13,2,13,1
14,13,4,2,9,0,-7,4
-14,-21,-12,-16,-6,-3,-13,-14
-11,-1,2,-7,-7,-2,5,-3
16,28,1,11,11,2,2,0
-15,-23,-5,-8,7,1,-9,-7
-13,15,24,77,16,6,13,3
-1,-31,-2,2,2,-4,-7,1
1,14,-8,-7,-13,-7,-9,-7
-1,16,-8,-36,-21,-10,-4,-3
6,-8,-9,-17,1,-1,-11,-6
1,10,7,7,4,2,8,7
-9,-14,-3,3,-3,1,3,-1
5,7,-1,3,1,1,1,1
0,-2,-4,-12,0,-2,0,-2
1,4,-4,-3,-18,-5,-7,-5
-12,-21,-1,-20,-1,-3,-8,-3
12,21,4,22,15,2,-14,-4
-18,-29,-7,-11,-4,1,26,5
19,30,-8,-8,-5,3,7,3
2,-17,5,7,13,0,-14,5
-32,-16,6,-9,-8,-12,-11,-10
3,17,5,8,4,7,20,-1
4,-22,-14,-13,-6,5,8,-1
-8,1,6,-6,-3,1,-3,-1
10,5,5,22,7,7,2,6
6,0,0,-6,-4,-10,-24,-1
-3,-8,5,13,10,3,-4,-4
8,7,0,-5,-2,11,11,1
-16,-14,-14,-12,-11,-8,-10,-7
5,-7,-13,-19,-12,-13,-6,0
-1,7,7,12,5,3,1,1
-6,0,1,-17,-10,-2,-30,-10
1,-2,-3,-8,-15,-3,7,5
17,-4,0,15,36,20,-3,7
-20,-4,0,-4,-11,2,55,5
11,34,-1,11,13,22,47,10
-23,-13,-3,-17,-8,-10,-5,-6
4,-1,-7,-28,-18,-2,-25,-5
19,27,23,29,6,-7,-36,-2
-10,-43,-5,16,15,7,15,-1
11,39,2,0,-6,11,29,1
-3,3,-2,1,-10,-9,9,3
-9,-15,-22,-33,-17,-14,-34,-9
-13,-14,0,-26,-12,-10,-25,-14
11,8,10,36,21,10,22,7
-14,-12,2,-5,-4,2,11,-4
-2,0,0,1,1,6,3,6
-6,-10,-15,-4,-11,-12,-18,-21
0,-12,-11,-25,-10,-18,-20,1
1,13,5,5,-5,-6,-1,-3
-3,-12,-5,-13,-10,-14,-8,-1
8,8,7,17,1,-10,27,11
2,-4,-6,-1,5,28,-44,-20
-13,-33,-12,-13,-21,-34,-50,-21
-3,15,1,3,20,7,91,43
8,-1,11,-3,1,11,45,8
-3,5,1,15,9,-6,6,5
4,1,-6,-2,1,8,-36,-10
-5,-13,-9,-40,-20,-20,-69,-29
0,2,6,37,13,-10,-24,-1
3,13,13,13,2,2,16,6
-7,7,-4,10,13,12,-6,-3
-7,17,3,-6,-4,-4,2,-2
-1,-18,-7,4,-1,-2,5,6
3,4,-6,-16,-8,-5,-8,-5
2,4,5,5,-3,-5,21,17
10,-1,-4,2,3,-1,-17,-9
-6,5,-2,-8,-6,-10,-21,-11
-15,-33,-18,-17,-12,-24,-30,-8
14,26,11,2,1,1,18,3
6,-3,3,15,9,33,3,-3
-33,2,-13,-6,-12,-30,23,-4
-22,-33,-4,-41,0,17,35,8
37,41,31,44,25,31,41,27
7,20,14,39,24,11,2,-1
18,-1,-1,-10,-6,-2,-11,-2
5,-7,-2,17,8,5,7,3
-20,-23,-19,-35,-26,-16,-13,-10
-7,-39,-7,-11,-6,-2,2,-2
21,41,1,0,-3,-10,-26,-3
-17,34,0,-4,-7,-9,-2,-1
-3,-19,-9,-17,-12,-10,-3,-6
-34,-13,-7,18,3,-16,-49,-34
24,-38,-14,-34,-8,14,69,33
25,22,28,62,29,20,8,3
13,31,0,7,8,2,23,9
-15,-6,6,5,17,17,-34,-8
-12,-22,7,23,2,-1,-21,-5
13,27,-1,-11,-12,-10,1,-2
-3,0,-12,-25,-11,-1,-16,-6
-3,-14,-3,4,-20,-37,0,2
4,6,3,2,4,10,-19,6
23,-7,-5,-8,2,-5,-4,6
-30,-25,-4,-7,-7,-4,-6,-9
-7,-8,-8,-27,-12,3,5,-9
-6,7,-2,19,7,1,-21,-8
-13,-21,-14,-26,-13,-9,-30,-7
26,5,13,7,16,29,62,29
2,12,6,-1,0,-1,9,-1
-12,3,-6,-10,-6,-1,-9,-7
15,2,4,35,12,7,-10,-3
-26,-24,-6,-10,0,-14,-55,-23
22,14,-6,-14,-20,-21,10,23
0,5,17,8,20,-3,27,9
-38,-11,-2,1,-8,-13,11,-9
-7,-1,-1,-7,-11,-12,-17,-9
1,0,-6,4,-3,6,-2,-2
-12,-1,-17,-31,-20,-9,-57,-19
-1,-9,-1,-7,1,4,29,10
1,-10,1,15,8,2,-4,-6
5,0,-3,-6,5,9,10,6
0,9,0,-3,-6,-4,-6,-4
3,-11,5,9,5,1,5,2
1,11,-1,7,-1,3,-1,2
-6,-21,-4,-6,1,1,1,-2
-1,7,-1,-6,-7,0,-3,-1
24,14,-19,-38,-23,-4,8,-1
-19,-21,16,25,13,-8,-34,-7
28,17,10,15,8,0,32,17
-12,-13,-4,5,10,28,-19,-21
8,12,-1,-16,-18,-46,43,23
-1,-15,-17,-19,-11,2,28,-1
-28,5,-2,-20,-17,-13,-14,-9
5,19,3,24,18,13,-2,4
-4,-22,-9,-14,-7,0,-31,-18
21,18,3,-9,-5,1,-4,10
6,6,1,7,0,-1,3,0
-10,-16,-6,-14,-9,-11,2,-9
-8,5,5,17,4,9,-13,-1
-12,-6,-5,1,3,-9,10,0
3,-14,-3,-3,0,7,-11,-7
16,14,-5,-12,-13,-16,2,8
-4,-12,13,24,15,11,4,-2
6,1,1,21,11,7,-2,2
-1,7,-6,-12,-4,-2,-3,-6
-16,-12,-12,-10,-17,-6,-14,-9
15,-7,6,5,14,17,11,14
-33,-4,5,14,17,13,54,2
-8,3,6,10,3,1,-3,-3
16,16,7,-1,0,-1,1,6
-42,-61,-17,-10,-6,1,-25,-16
40,52,2,-14,-9,-7,-18,2
-8,-7,-9,9,7,2,-1,-4
3,-17,-2,-5,-8,-3,7,2
4,21,-35,-16,-3,-4,-5,-3
-14,-40,61,8,-15,-10,-8,-5
-10,25,42,5,10,5,-2,-5
27,38,-16,9,-1,0,5,7
-5,11,-23,4,16,4,-3,-12
4,8,-27,-8,1,-6,-2,4
19,-25,-6,3,-7,-1,-4,0
3,12,63,19,8,0,6,3
49,73,-12,-10,-10,-7,-8,-6
-24,-65,-97,-33,-15,-9,-8,-1
-5,-39,22,3,-3,1,2,3
-3,-35,-65,-16,-8,-5,4,-3
-41,-78,60,4,-3,-1,-7,5
60,77,32,5,-9,-8,-14,-11
-9,22,52,7,2,-1,-6,-11
-53,-100,-89,-35,-19,-15,-12,-13
54,82,68,12,3,8,29,44
-34,62,22,3,-5,-7,-37,-59
-54,-88,-78,-27,-11,-1,13,19
