EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
0,-1,0,-1,-1,-1,-1,0
-2,-2,-2,-1,-1,0,-2,-2
-1,-2,-1,-1,-1,-1,0,-1
-2,-2,-2,-1,-1,0,-2,-1
0,0,0,0,0,-2,1,1
0,-1,-1,-2,-3,-2,0,-1
-1,-1,0,0,0,-1,-1,-1
0,-1,1,-2,0,-1,-1,-2
-1,0,-1,-2,-1,-2,-1,-1
-1,-1,0,-2,-1,-1,-1,1
0,-1,0,-2,0,0,-2,-2
0,-3,-1,0,-1,1,-1,-1
-1,-2,-2,-2,-1,1,-1,-2
-1,1,-2,0,0,-2,-1,0
-2,-2,-3,-2,-2,-2,-1,0
-1,-1,-1,-1,-1,-2,0,0
0,0,-1,-1,0,0,-1,-2
0,-1,0,-1,0,1,0,-1
-1,-2,-1,-2,-1,0,0,0
-2,0,-2,-1,-1,-2,-2,-2
-2,-3,-3,0,-2,0,1,-1
0,0,-3,1,-2,0,-1,-1
-2,-2,-1,2,0,-1,-2,-1
0,0,-1,-1,-1,1,-1,-1
-3,-1,0,-1,-2,-1,0,-1
-5,-1,-1,-1,-1,0,0,-1
1,-1,0,-3,-2,-1,-1,0
1,-1,-2,-1,-2,-1,-2,-1
-4,-2,-1,2,2,-1,-1,-2
0,-1,-1,0,3,0,-1,-2
-1,-1,-2,-7,-3,-3,-1,-1
0,1,-2,-12,-25,-3,-1,-1
2,0,2,12,13,4,1,0
-4,-4,0,6,14,0,-1,-3
1,0,-3,-10,-7,-1,-1,-3
-4,6,4,9,8,-1,0,0
-9,-9,-12,-14,-8,-4,-2,1
24,1,-9,-16,-11,-7,-1,7
-6,15,14,21,7,3,0,-6
-4,-3,7,-6,-16,0,0,-3
1,-6,7,10,5,4,0,-6
-10,-5,-5,8,16,1,-1,0
3,-2,-12,-5,7,-4,-1,2
-3,-31,-14,-9,-1,-7,-2,-3
5,11,-10,-37,-38,-7,0,3
-8,9,6,-18,-20,0,1,-1
30,39,19,24,22,8,3,5
-3,5,10,46,36,6,1,-1
2,-33,-11,-15,-13,-6,-4,-1
-3,12,-2,-2,-10,-2,0,-1
-20,-34,-16,-15,-8,-5,-1,-2
17,20,-7,-12,-7,-4,-3,2
-31,-30,2,7,6,-4,-5,-15
15,28,1,-4,-13,-3,-3,1
1,-7,-8,-10,-25,-3,-1,-4
