EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
6,-3,4,-14,-9,-6,-18,3
0,7,11,33,25,26,-17,-17
17,-10,-16,-20,-12,-4,13,7
-27,-13,-14,-12,0,17,-56,-30
32,24,17,3,11,8,58,30
-8,6,7,32,0,-9,10,6
5,-4,6,-21,-10,16,55,19
6,1,8,26,9,13,-10,-2
-39,-50,-29,-5,-12,-6,-17,-18
44,40,9,-4,-9,-6,20,12
-1,7,7,6,9,18,-13,-4
-17,-30,-6,4,-8,-28,-9,-1
7,29,6,3,-7,-12,-6,-2
2,11,-5,-18,0,9,15,10
-16,13,3,14,7,1,-26,-16
-15,-24,-11,-15,-8,2,-15,-13
0,2,11,-7,18,29,63,24
-22,-21,1,13,-1,-5,14,3
18,5,16,12,20,30,34,18
0,-14,1,9,4,-2,1,-4
-17,-16,-31,-27,-25,-24,-99,-40
19,42,10,-33,5,27,78,24
-4,-15,-1,24,15,3,19,4
-3,9,10,18,7,-3,5,2
-2,3,-4,7,1,19,-30,-10
13,4,-3,-6,-21,-45,-7,9
-29,-32,-23,-45,-23,-15,-31,-21
9,8,10,21,17,13,19,5
1,-2,-3,6,-1,8,12,1
-11,-17,-11,-19,-23,-34,-79,-36
-10,-2,1,-4,-12,-24,25,14
-2,-1,6,9,-7,-6,-21,-15
10,5,-2,2,-8,-30,-23,-3
17,10,2,0,11,26,41,14
-30,-10,-5,-20,-17,-23,-35,-18
5,-19,0,-17,0,13,31,16
-18,2,-15,-6,-4,-29,-55,-28
-2,-4,7,13,8,24,-6,-13
46,21,23,46,22,3,40,39
-11,14,25,61,36,28,6,2
11,-3,-1,3,-11,-19,0,7
-11,-43,-40,-36,-30,-36,-65,-30
-61,-21,-22,-51,-20,-25,-13,-11
31,55,25,17,-9,10,68,55
-1,23,12,-2,11,20,-10,-1
-2,0,12,42,29,-7,-19,-1
-29,-24,-25,-23,-24,-15,-76,-46
-1,-22,-22,-34,-21,-31,-27,-14
-8,-14,7,2,3,11,60,19
2,8,3,-10,-11,-11,-17,-7
15,0,1,5,18,20,-19,-11
-16,4,-14,-15,-13,-10,-44,-28
21,4,0,-3,6,7,31,30
-2,-15,6,11,21,49,40,17
-10,7,-11,-2,-16,-12,-32,-22
17,-1,7,-31,-8,-15,42,11
5,9,6,28,11,1,15,-5
-14,-17,-28,-53,-31,-21,-43,-16
11,5,21,76,48,30,32,43
-16,-1,-28,-69,-50,-45,-56,-29
-17,-19,30,51,35,30,62,6
13,17,1,1,-2,-19,-3,11
1,-33,-23,-17,-12,19,-58,-34
1,21,-3,2,-7,-35,-38,-11
29,13,-6,-43,9,33,52,47
4,3,36,80,43,49,83,31
18,32,26,40,18,17,-29,-10
6,4,7,0,28,44,66,27
-15,-11,7,8,-13,-24,-38,-25
39,1,-15,-7,0,8,-38,11
5,-3,0,-16,6,28,46,13
-37,4,30,52,29,51,60,19
18,21,2,3,-5,-34,-26,3
-49,-24,-10,-17,-8,-1,12,-13
19,-2,-12,-14,-20,-28,-16,-3
-2,-26,-24,-37,-7,-1,-58,-23
9,20,-1,5,0,14,6,12
6,-5,1,-2,-12,-14,-24,-4
-23,-24,-23,-34,-13,-20,2,3
-1,33,16,18,-2,-2,-2,-17
30,-26,-4,-7,-1,9,-101,-39
-61,19,14,-8,18,11,105,30
19,18,20,33,30,22,30,25
8,-12,-20,-27,-20,-20,-53,-16
-19,-17,-14,-1,-7,-7,-5,-7
-24,-24,-25,-41,-29,-14,-42,-39
-5,12,8,-11,-10,-1,15,-2
5,-10,0,13,4,-4,-6,4
-4,-15,-9,-8,4,-9,-7,-6
18,16,0,2,1,-6,-8,4
-11,-13,-2,-8,-11,-5,11,-2
21,-13,-15,2,-7,-10,-17,-3
-17,-6,-29,-8,-4,-3,8,1
16,25,42,2,-6,-4,7,5
15,26,29,15,10,4,0,3
-16,-24,-14,-11,-6,-9,-8,-7
-17,1,7,1,-8,1,19,1
-3,-28,-51,-7,7,-2,-9,3
4,7,-5,-6,-5,-8,-10,-5
-4,-16,-15,3,7,0,11,6
-11,22,76,-5,-12,-4,-7,13
26,32,-32,10,0,-5,-24,-31
