EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
21,-5,-5,-4,-4,10,44,26
-42,-14,8,2,25,8,-30,-23
0,-3,-8,-11,-8,25,49,13
-13,-1,-8,9,-4,-5,-49,-31
8,-1,-56,-78,-48,-8,-2,-6
-1,-4,48,48,47,26,34,16
4,11,52,71,39,14,-20,-1
9,10,6,36,12,14,20,10
-3,-9,36,33,23,-1,9,7
-19,-21,-50,-65,-64,-35,-21,-6
9,14,-15,-56,-37,-11,-16,-8
11,-9,0,12,-1,-42,2,8
-5,0,1,4,0,7,-20,-22
32,11,11,19,18,-37,-34,6
-12,48,10,7,-20,4,27,-8
-16,-51,-32,-52,-42,9,19,4
-10,-17,-41,-9,-13,6,1,-16
-28,-43,-66,-104,-65,4,15,-9
20,14,78,73,71,25,17,14
32,68,46,59,55,22,-4,21
-29,-45,9,-22,-19,-16,-12,-13
-14,-10,-28,14,6,20,-25,-12
-1,-7,-68,-128,-77,-36,-2,-3
-14,-21,30,77,24,39,5,-4
27,53,17,42,35,-1,-1,11
-2,-38,-7,-10,-16,-7,-5,0
24,46,-7,14,3,-21,-53,-13
-17,-51,-19,-35,-10,26,23,1
0,40,2,-4,4,19,41,17
9,-1,35,31,31,29,47,20
-1,-16,-3,28,17,9,8,-6
14,14,-18,-33,-22,-18,-35,-8
-14,-16,-5,-6,-7,-19,-28,-13
10,37,25,14,20,3,19,5
-34,-48,-19,1,-10,0,1,-5
-4,-7,-9,-30,-23,-26,-21,-9
18,23,6,0,10,15,4,4
2,12,15,19,10,-2,2,0
-7,-30,-15,-1,-7,-9,-10,-4
-26,-2,-8,-13,-7,0,0,-11
0,-6,9,-6,-4,-14,-12,2
7,13,8,12,7,9,1,2
-9,-20,-9,-1,1,0,-3,-3
1,6,-6,-16,-9,-4,-9,-1
-2,-3,10,3,-2,-3,13,4
28,45,12,7,2,-8,-9,1
-17,-28,-15,-11,-8,10,10,-3
4,12,-1,-6,-6,-13,-8,-6
-11,-31,-43,-17,-6,-1,-6,-1
-2,-5,-6,11,9,2,-2,-4
-21,4,44,10,3,-6,-2,-5
22,21,47,9,-3,4,5,9
-4,0,-13,0,6,0,-3,-3
-9,-17,-54,-18,-6,-1,-2,-9
6,-9,-4,-11,-9,-7,-9,8
-18,-52,-57,2,2,-5,-8,-10
10,52,59,-15,-9,-3,0,-4
-6,-35,-26,11,9,8,3,3
13,55,11,4,-2,-3,-3,-5
-7,4,14,-13,-11,-5,-2,-4
12,17,21,4,1,-4,-1,15
-12,-43,-63,-1,6,4,-2,-21
-16,-32,-45,-28,-22,-9,-11,19
1,-22,-52,-24,-15,-5,-13,-39
14,71,84,23,5,2,1,-5
9,72,127,17,11,7,10,19
-19,-111,-13,22,2,-1,-3,25
1,-12,-110,-47,-13,-6,3,-26
-19,-50,-14,3,-1,-8,-13,-11
-1,69,17,-10,-8,-3,17,3
-42,-58,-82,-12,3,1,-11,-19
42,89,127,7,-9,-7,2,26
-12,-30,-15,-3,0,-1,-7,-10
-63,-101,-13,11,4,0,-8,-9
91,123,57,17,9,11,15,15
-42,-110,-89,-15,8,-1,1,7
22,2,-10,18,17,7,2,6
-12,-43,-23,-5,-7,-3,-7,0
14,31,-11,-19,1,3,9,-5
-6,48,102,23,-14,-3,-2,4
-5,-41,-47,-16,14,-1,-4,1
