Roll,Pitch,Yaw,Orien_X,Orien_Y,Orien_Z
0.1068631060164634,-1.3482924961687797,2.2833799314715275,0.58428955078125,-0.22137451171875,0.72320556640625
0.09875548217444502,-1.3483779328935626,2.3024866215178994,0.585205078125,-0.21875,0.72509765625
0.09174511201392166,-1.3505929930738458,2.3199204264643947,0.5869140625,-0.216552734375,0.7261962890625
0.056332326102748756,-1.3410927248477518,2.3635467287479788,0.583251953125,-0.21514892578125,0.731201171875
0.02399709971974243,-1.3404197053143807,2.405413053042967,0.5828857421875,-0.2147216796875,0.73382568359375
0.047362922894149305,-1.3450368771281647,2.391274067656476,0.58636474609375,-0.2109375,0.73297119140625
0.012369935717500492,-1.3314335014731284,2.4349909526761895,0.58123779296875,-0.2091064453125,0.7391357421875
0.03200792925334672,-1.3399346262238905,2.4259062616576514,0.5860595703125,-0.2056884765625,0.73748779296875
0.007411384151844195,-1.3229003451130814,2.4602752829148833,0.58001708984375,-0.20245361328125,0.74444580078125
0.0293903422043419,-1.3311589302323261,2.4504847373313923,0.5849609375,-0.1982421875,0.74298095703125
0.011366796064027296,-1.311314114983034,2.4796772761812167,0.57806396484375,-0.19384765625,0.750732421875
0.03429770495126512,-1.3152935002356774,2.470288655795817,0.58160400390625,-0.1884765625,0.75054931640625
0.044286280729071335,-1.3034590764052947,2.4740172106615868,0.578857421875,-0.1820068359375,0.7552490234375
0.0396987305482037,-1.2844633336149172,2.4938575727655348,0.57293701171875,-0.17547607421875,0.76263427734375
0.04961564289846853,-1.2597007074815738,2.5065041031105175,0.56573486328125,-0.164794921875,0.77197265625
0.07346657254084163,-1.227654119209264,2.5086916762493936,0.55645751953125,-0.15057373046875,0.7828369140625
0.09493272384005992,-1.1910168504001086,2.513086817024404,0.54510498046875,-0.13580322265625,0.7945556640625
0.12665652153262988,-1.1514796171692327,2.514765983172403,0.5333251953125,-0.11700439453125,0.806884765625
0.17031767277501053,-1.1101722179472417,2.5087720487528857,0.5216064453125,-0.09466552734375,0.818603515625
0.2101879227550403,-1.0625988870470746,2.4976911739192436,0.50665283203125,-0.0736083984375,0.830078125
0.2376987128174686,-1.0115518316865306,2.488606183305642,0.48895263671875,-0.0560302734375,0.84112548828125
0.25690657154462593,-0.9579203996784799,2.482662889028837,0.46929931640625,-0.040283203125,0.85186767578125
0.2736351337019,-0.9026728737127612,2.4786955704003013,0.44854736328125,-0.0245361328125,0.86224365234375
0.290275866948265,-0.8449258792534254,2.474364880325616,0.42657470703125,-0.0081787109375,0.8720703125
0.3050907592208645,-0.7870860777549349,2.47090505016419,0.40411376953125,0.0078125,0.881103515625
0.31940766002103566,-0.7314932524565874,2.4702752236092875,0.38232421875,0.02392578125,0.88922119140625
0.3373113931136404,-0.6770455611571642,2.4707196767274264,0.36126708984375,0.041748046875,0.8963623046875
0.35744420807680427,-0.623718770622131,2.4709262679985473,0.3408203125,0.0604248046875,0.90234375
0.37738818080739106,-0.5727192031070117,2.472359557486883,0.3211669921875,0.078857421875,0.9073486328125
0.39988475194108697,-0.5254232868011656,2.4748554732261794,0.30328369140625,0.09796142578125,0.91119384765625
0.42521586581345105,-0.4809741471270938,2.478291924017257,0.286865234375,0.11798095703125,0.9139404296875
0.4516641782997444,-0.43872192314918124,2.4812685555850162,0.271484375,0.13800048828125,0.9156494140625
0.47348776992011,-0.400584518689194,2.485744212868221,0.25714111328125,0.15533447265625,0.9168701171875
0.49574044623292063,-0.3724091324775045,2.493706168999152,0.24688720703125,0.17144775390625,0.91754150390625
0.5254142873493891,-0.34881687881361323,2.5024659429408302,0.23944091796875,0.190185546875,0.9169921875
0.5642075929007314,-0.326454055992895,2.508551704978915,0.23382568359375,0.21246337890625,0.9146728515625
0.5998482360694476,-0.310403819669702,2.512246329829012,0.23077392578125,0.23187255859375,0.91162109375
0.6276427999913905,-0.2997142940717035,2.517309362987636,0.2288818359375,0.24688720703125,0.9091796875
0.658453024684928,-0.2908552775426224,2.5214028663965564,0.22821044921875,0.2628173828125,0.9058837890625
0.6922668982957375,-0.2824181862558525,2.524009203433367,0.22821044921875,0.27978515625,0.9017333984375
0.7162378399796132,-0.27490537793252756,2.5277285103942573,0.22723388671875,0.292236328125,0.8988037109375
0.7328382911541663,-0.26744838717348624,2.532098252081796,0.22528076171875,0.3013916015625,0.89691162109375
0.7471978637526182,-0.25902726447226715,2.536223074939393,0.22265625,0.30963134765625,0.895263671875
0.7583894208445182,-0.2504416996644096,2.5393803156620125,0.2197265625,0.31634521484375,0.8939208984375
0.7615801625677231,-0.2402874483147802,2.541630044357516,0.21533203125,0.31964111328125,0.89361572265625
0.7540218653174886,-0.22903025187956919,2.542624168163282,0.20941162109375,0.318115234375,0.89495849609375
0.7434480419100444,-0.21667401221385904,2.5400915492725487,0.20318603515625,0.3150634765625,0.896240234375
0.7350583940464872,-0.2050052227108155,2.5326897972704097,0.1982421875,0.3123779296875,0.8966064453125
