Acc_X,Acc_Y,Acc_Z
0.96533203125,0.01318359375,0.2138671875
0.97412109375,0.01171875,0.22900390625
0.96142578125,0.01513671875,0.12744140625
1.193359375,-0.203125,0.6474609375
0.89501953125,-0.22412109375,0.2021484375
0.9306640625,0.29638671875,-0.087890625
1.080078125,-0.23388671875,0.72509765625
0.85302734375,0.24462890625,-0.29345703125
1.14306640625,-0.17822265625,0.8330078125
0.84375,0.23828125,-0.3427734375
1.1806640625,-0.12060546875,0.88427734375
0.8701171875,0.27490234375,-0.2919921875
0.85693359375,0.18896484375,0.2314453125
1.02197265625,0.04736328125,0.4599609375
1.04931640625,0.12939453125,0.5390625
1.00341796875,0.1923828125,0.5888671875
1.00732421875,0.10107421875,0.6337890625
0.99365234375,0.10400390625,0.67822265625
0.99609375,0.25830078125,0.716796875
0.9833984375,0.29345703125,0.7060546875
0.97265625,0.2509765625,0.68798828125
0.95263671875,0.21435546875,0.71875
0.92138671875,0.18994140625,0.74072265625
0.896484375,0.2109375,0.73193359375
0.8486328125,0.20166015625,0.701171875
0.81005859375,0.17578125,0.7099609375
0.7802734375,0.21142578125,0.712890625
0.7275390625,0.22314453125,0.677734375
0.69384765625,0.22021484375,0.65380859375
0.6708984375,0.24755859375,0.6513671875
0.6259765625,0.298828125,0.64111328125
0.59521484375,0.33056640625,0.5888671875
0.58935546875,0.31494140625,0.54150390625
0.466796875,0.271484375,0.50244140625
0.390625,0.28515625,0.52587890625
0.42236328125,0.3974609375,0.4599609375
0.36376953125,0.494140625,0.42333984375
0.37548828125,0.43115234375,0.45947265625
0.37841796875,0.443359375,0.51953125
0.345703125,0.56201171875,0.505859375
0.33154296875,0.58740234375,0.50732421875
0.31298828125,0.5966796875,0.54345703125
0.263671875,0.5859375,0.55224609375
0.267578125,0.6201171875,0.59912109375
0.2255859375,0.654296875,0.5908203125
0.0908203125,0.56201171875,0.55322265625
-0.0400390625,0.51513671875,0.6064453125
-0.05517578125,0.63720703125,0.595703125
-0.0361328125,0.6708984375,0.48388671875
0.0380859375,0.443359375,0.50048828125
0.16650390625,0.23583984375,0.6826171875
0.1904296875,0.4814453125,0.6767578125
0.16015625,0.6953125,0.56396484375
0.27392578125,0.478515625,0.671875
0.33935546875,0.427734375,0.7509765625
0.25634765625,0.55859375,0.70458984375
0.31689453125,0.6025390625,0.7060546875
0.30078125,0.60400390625,0.77880859375
0.2822265625,0.60693359375,0.77294921875
0.26953125,0.6357421875,0.76025390625
0.259765625,0.65185546875,0.7265625
0.28173828125,0.67724609375,0.70751953125
0.3681640625,0.7529296875,0.796875
0.37353515625,0.80517578125,0.78564453125
0.353515625,0.79150390625,0.72412109375
0.3515625,0.75146484375,0.6455078125
0.4150390625,0.69091796875,0.62841796875
0.35107421875,0.62255859375,0.5810546875
0.27685546875,0.6630859375,0.55419921875
0.1552734375,0.6513671875,0.607421875
0.05126953125,0.62255859375,0.6669921875
