EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
6,-4,-3,-5,-6,-1,4,2
-3,0,2,6,5,-2,16,9
-2,-4,0,-2,0,6,17,6
-5,9,2,1,0,-1,0,-6
7,-4,-1,-3,-4,-2,-8,2
-6,-5,1,4,7,5,-7,-5
-8,-4,-5,-13,-8,-11,-32,-7
2,2,2,4,-2,2,17,5
-2,0,-7,-1,1,2,-7,-5
-3,-12,-4,-1,3,2,17,3
12,19,6,7,2,-2,-1,3
-18,0,-2,7,-1,-13,-27,-17
-7,-14,-2,-11,-5,5,-5,-4
-8,7,5,13,2,-5,8,0
3,-5,-4,-10,-11,-18,-33,-8
-4,-2,-4,-4,5,3,38,9
11,6,5,7,4,23,61,21
10,-1,-4,-13,-14,-26,-43,-8
-10,-8,-3,3,5,12,35,-9
-3,-1,-1,-3,-5,-12,-18,-11
-14,-5,-3,-9,-5,9,41,1
10,-2,-1,-7,-3,1,1,11
-12,0,-1,2,-3,-15,-9,3
-2,-4,-1,-7,1,10,-23,-5
-7,-2,-2,-2,-5,-11,-7,-10
-4,-16,-2,2,2,1,-43,-12
3,5,-4,-7,-1,17,-23,2
-4,-10,-4,1,5,21,49,2
18,3,-2,-5,13,17,0,4
-13,-5,8,9,5,-4,-3,2
-2,10,6,5,-10,-32,-1,-5
1,-2,-4,-2,6,2,-22,-6
2,1,-5,-7,-21,-4,-11,-2
-5,-1,-8,-19,-9,11,33,-5
-19,-17,-8,-12,-12,-38,32,-9
22,11,4,1,-11,0,14,16
-27,-16,-16,-3,-14,-20,-70,-36
32,20,0,-33,1,26,57,39
42,14,41,91,24,-4,12,10
-73,-21,-17,-5,-19,-39,-42,-46
8,-18,0,-7,7,9,25,27
-16,3,-1,13,3,2,1,-8
16,16,-26,-41,-17,0,-79,-18
2,-42,-8,-55,-6,7,-4,-1
-25,18,34,93,31,-2,21,-5
-4,13,-6,-5,-10,-12,-23,-13
2,3,11,16,27,22,47,27
7,5,-13,-5,-17,-18,-25,-11
-20,-32,-29,-66,-38,-32,-49,-25
-1,-9,-1,-4,0,-16,-23,-12
0,-14,-2,4,5,24,38,25
39,49,15,12,18,31,35,9
-11,2,-11,-16,-31,-62,-60,-17
39,-3,-18,-11,-5,6,-42,16
-9,10,12,-16,5,22,82,16
-10,-27,43,107,49,33,33,13
9,9,11,22,30,43,29,-1
-6,9,-11,-11,-27,-28,-69,-33
-43,-50,-43,-58,-39,-20,-42,-28
15,26,-3,-16,-8,6,31,20
-6,-49,7,-1,-8,-14,5,7
-6,43,5,17,21,13,10,-10
8,-18,-5,-15,-3,12,1,1
2,28,-8,-19,-15,-26,-79,-26
2,-7,1,1,11,34,31,11
7,-8,8,7,21,3,95,42
-5,-1,8,9,2,-1,14,-4
-23,-14,-6,-14,-11,0,-65,-17
20,10,-2,4,13,23,27,17
-2,-2,-1,7,-6,4,6,12
-1,12,7,-6,1,-8,-17,-7
26,-9,-4,-20,-3,-10,-21,-1
10,31,23,54,29,7,-18,-5
-14,-11,0,3,-4,-4,23,1
7,6,2,20,11,2,-13,-6
-4,-25,-28,-23,-2,18,24,9
17,26,-17,-55,-26,-16,-28,-1
-13,-20,23,-17,-4,2,18,2
-5,15,11,46,21,-15,-44,-9
-1,-14,12,13,11,-9,27,7
23,31,0,3,3,-16,-8,3
-15,-33,-17,-11,-15,-12,-58,-23
-28,-3,-5,-21,-9,7,31,0
-2,-4,10,8,1,0,16,6
-9,-22,-15,3,4,-15,-62,-20
-10,5,6,-10,-6,0,-16,-11
7,-1,4,18,17,11,0,10
20,16,6,17,1,7,95,40
-16,-8,-26,-30,-28,-4,-8,-19
-12,0,3,-20,3,4,-4,-7
9,-11,1,-17,-22,3,-13,-2
25,15,9,30,12,-17,15,18
15,-1,24,2,21,17,33,20
-31,-2,-9,23,-17,-38,-1,-20
11,3,-17,-39,-13,-21,-16,3
-21,-9,-4,-19,-11,11,24,2
-16,12,-3,-9,-6,-6,52,9
10,-2,-9,-5,0,4,-16,-9
-19,-19,-18,-14,-11,2,-39,-25
-6,0,-2,-16,-1,13,-14,5
-10,-13,7,21,6,2,-17,-5
22,24,16,12,12,9,25,13
-2,12,-9,-12,-21,-24,-14,-10
-22,-12,-12,4,9,8,-39,-28
-3,-5,-9,-26,-13,9,-7,-2
11,1,6,20,19,16,17,15
27,3,10,10,4,15,57,24
8,28,-7,-25,-14,-22,-4,-7
-6,-5,-9,-10,-3,8,19,-2
-5,-5,-6,0,-10,8,3,-1
-3,-1,-12,-27,-15,5,4,-4
-1,-16,12,14,10,14,-39,-17
-18,-2,7,31,16,-23,-3,-5
50,33,9,26,-2,5,28,15
-24,-21,3,20,12,16,22,3
5,0,-9,-17,-17,-32,-9,9
-1,14,-6,-5,0,12,-54,-19
-29,-47,-24,-35,-39,-97,-121,-93
13,4,-4,19,45,16,103,60
-10,-3,-2,-4,-2,22,77,9
-5,0,-13,-45,-42,-29,-58,-11
-9,-13,-9,59,38,10,-47,1
-11,-11,-7,-75,-64,-59,-128,-50
24,41,68,103,76,58,84,48
14,-10,2,34,15,7,3,19
-41,-15,-15,-37,-16,2,-3,-2
2,2,-21,-20,-19,-22,-62,-30
11,-12,-32,-42,-28,-6,-47,-3
33,25,16,-7,4,11,8,17
-28,-21,-3,2,12,26,39,-2
16,-6,-2,3,-4,10,13,10
-25,3,-10,-21,-11,-7,-107,-43
20,1,-11,-23,-19,-15,67,46
-66,2,15,-11,8,-7,-24,-8
-16,-18,-5,26,5,-27,-39,-21
14,5,3,-16,-18,2,73,18
-9,-7,16,29,21,-11,-24,-24
36,-10,-12,-43,-10,16,6,20
-3,39,34,47,19,10,49,8
-28,-28,-24,-7,-19,-27,-73,-35
0,2,-8,-16,-3,10,23,2
8,-12,-6,-5,-16,-15,-4,-8
60,13,-2,13,14,30,4,35
-34,-11,-21,-53,-23,-32,-6,-24
-41,-60,20,63,32,15,43,6
26,52,5,23,7,20,41,24
-7,-17,-4,-32,0,7,-26,-34
41,0,-1,6,-3,9,97,33
-26,-9,-2,-20,-2,23,75,10
-14,-7,17,36,6,-19,-12,-8
0,1,-6,6,3,8,-14,1
-7,-5,-9,-12,-12,-21,-48,-15
19,11,-5,-12,-12,-19,-59,-9
8,2,-8,-10,-7,10,-20,-16
47,17,3,-4,13,24,41,37
-41,-13,0,-4,-6,-12,-101,-61
-45,-4,-2,-4,-5,-1,31,21
5,6,6,6,14,16,32,9
-39,-19,-4,4,-6,-15,-17,-18
21,3,2,9,6,18,-13,14
-1,15,-10,-18,-3,4,-10,-23
34,5,3,-8,-9,-16,-5,20
-27,-5,-3,-1,-6,1,-14,-15
11,3,3,14,15,0,41,11
-2,-2,-4,-13,-13,-19,-39,-20
8,1,3,5,7,8,15,9
11,7,3,6,-1,-6,0,1
3,4,2,-6,-5,-4,1,9
2,-15,-13,1,-4,-9,-20,-8
3,10,12,2,6,13,7,-1
-3,-6,-17,-8,-2,6,21,7
-15,-28,-49,5,-4,-8,-8,5
4,18,32,2,5,3,-7,-25
2,-24,-44,-2,-1,4,18,22
-17,36,52,-5,-3,-9,-10,-13
6,-31,-31,-4,-5,-3,11,15
19,-1,-69,-6,-11,-7,-12,18
-20,-47,25,0,12,8,3,-12
24,86,66,23,7,4,3,-4
23,34,59,-2,-2,-1,-1,3
6,-19,-21,1,2,3,0,5
-7,-13,8,-1,-5,-3,0,12
-9,-30,-50,-16,-8,-4,1,-3
-9,-12,-15,-1,0,-1,7,0
4,4,-51,-10,-2,-6,-11,-4
-8,13,10,-10,-7,-3,0,-5
-13,0,34,5,-2,-3,-4,-11
-2,-21,-17,0,-4,-2,0,3
-1,-55,-75,-20,6,1,-5,-5
10,63,-9,-5,7,2,0,-3
-7,-14,95,35,14,2,1,3
-16,33,18,9,0,-2,4,-7
15,34,119,9,-18,-3,-4,8
5,-22,-35,17,27,9,7,1
20,-11,-16,-11,-6,-5,-4,7
-46,-32,-19,-10,-13,-3,-4,-15
