Acc_X,Acc_Y,Acc_Z
0.94091796875,0.083984375,0.25146484375
0.94287109375,0.080078125,0.25390625
1.072265625,0.048828125,0.4169921875
0.8359375,0.2900390625,-0.02587890625
1.1572265625,0.1064453125,0.77685546875
0.77001953125,-0.06982421875,-0.09814453125
1.13623046875,0.2060546875,0.62548828125
0.81298828125,-0.10400390625,-0.04052734375
1.17578125,0.201171875,0.6552734375
0.86279296875,-0.07275390625,-0.03515625
1.22802734375,0.18212890625,0.798828125
0.81396484375,-0.08154296875,-0.05517578125
0.93701171875,0.0595703125,0.4853515625
0.9609375,0.00146484375,0.55859375
0.94140625,0.013671875,0.60595703125
0.9072265625,-0.02783203125,0.62060546875
0.91259765625,-0.0615234375,0.65625
0.90283203125,-0.03759765625,0.67333984375
0.8935546875,0.04736328125,0.689453125
0.9140625,0.06396484375,0.7001953125
0.95849609375,0.02197265625,0.70947265625
0.9384765625,0.0439453125,0.7626953125
0.92724609375,0.138671875,0.80419921875
0.9267578125,0.21044921875,0.82861328125
0.9111328125,0.18017578125,0.8232421875
0.8876953125,0.04248046875,0.8642578125
0.8837890625,0.00830078125,0.91064453125
0.87353515625,0.072265625,0.86376953125
0.85986328125,0.21533203125,0.7822265625
0.86181640625,0.26708984375,0.73046875
0.81884765625,0.1953125,0.69677734375
0.76220703125,0.1376953125,0.64404296875
0.67919921875,0.2275390625,0.5478515625
0.60498046875,0.2900390625,0.4892578125
0.59716796875,0.275390625,0.439453125
0.5673828125,0.27587890625,0.412109375
0.51611328125,0.33984375,0.35205078125
0.525390625,0.365234375,0.36474609375
0.53955078125,0.33349609375,0.341796875
0.52734375,0.48681640625,0.3916015625
0.49365234375,0.54931640625,0.3701171875
0.46533203125,0.50048828125,0.361328125
0.44287109375,0.43505859375,0.4296875
0.45751953125,0.4765625,0.470703125
0.4443359375,0.625,0.46826171875
0.38916015625,0.61474609375,0.478515625
0.3798828125,0.470703125,0.57763671875
0.33154296875,0.47900390625,0.60693359375
0.17236328125,0.54296875,0.58935546875
0.12353515625,0.5703125,0.62646484375
0.16455078125,0.5361328125,0.64794921875
0.1904296875,0.49072265625,0.67138671875
0.2568359375,0.5244140625,0.6865234375
0.29638671875,0.552734375,0.642578125
0.37158203125,0.52783203125,0.689453125
0.3916015625,0.447265625,0.7705078125
0.3701171875,0.4150390625,0.79736328125
0.34326171875,0.4462890625,0.80078125
0.330078125,0.474609375,0.81982421875
0.31201171875,0.4697265625,0.81787109375
0.3056640625,0.50244140625,0.8017578125
0.2958984375,0.52197265625,0.80078125
0.3125,0.55078125,0.7783203125
0.333984375,0.57958984375,0.74951171875
0.37255859375,0.60400390625,0.71875
0.40625,0.642578125,0.62646484375
0.470703125,0.61181640625,0.529296875
0.552734375,0.4365234375,0.43896484375
0.60205078125,0.501953125,0.52685546875
0.48583984375,0.5439453125,0.5693359375
0.39697265625,0.43408203125,0.5224609375
0.29345703125,0.453125,0.6318359375
