EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
11,6,-1,6,13,0,-1,0
-11,-9,-4,-9,-14,-16,-12,-8
-2,-7,-5,-1,-7,5,7,-3
9,6,-3,-2,-7,-8,-6,4
1,5,1,-5,-3,-2,0,-3
5,-2,-1,-1,6,3,0,4
3,6,2,12,13,5,2,-4
-13,-20,-10,-6,-9,-5,-5,-3
-3,4,3,1,5,-5,-2,2
-1,-3,-2,-7,-11,-1,-3,-3
0,3,1,-5,3,2,0,-4
-6,-12,-4,1,-2,-4,-6,-1
-10,-24,-4,-5,-4,-1,1,3
12,22,7,0,1,-5,-2,1
-1,-3,-1,3,0,6,2,-1
-19,2,-4,-9,-10,-5,-5,-10
0,-11,-2,-12,-16,1,1,-1
-4,-15,0,19,21,0,-8,-3
7,13,-1,-6,-4,-5,2,4
5,4,4,5,8,4,2,1
-2,1,0,-1,-1,-6,-5,-3
1,-3,-2,-7,-12,-2,-2,4
-5,3,-1,4,-2,1,0,-7
1,-12,-3,-3,0,1,-3,-3
-1,0,-3,4,2,-4,0,-1
-6,-4,-3,2,2,0,-3,-4
20,10,0,-12,-7,-1,5,12
-10,-3,7,11,5,-1,-6,-8
4,3,-11,-9,4,2,0,1
-9,-4,19,18,8,4,2,-5
-7,-15,-10,4,3,-6,-4,-3
-7,-10,-10,-8,-6,-4,-3,-1
11,20,15,-9,-10,2,3,6
-5,-7,-11,2,5,-1,0,-2
-8,-9,13,0,-3,-1,0,-4
21,16,-3,-1,1,-3,1,8
0,2,-4,-1,-7,-5,-4,0
-1,12,1,-8,-4,4,3,-8
-1,-5,-8,4,4,-1,0,-2
6,-7,-3,-7,-8,-2,0,2
-11,-12,-49,0,3,1,-3,-9
16,-1,4,-10,-12,-5,-3,2
-20,5,34,16,8,-1,3,6
-6,-6,-17,-6,1,8,-2,-4
-1,-11,0,9,8,0,-3,-10
