EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
1,-7,3,8,7,2,-6,-1
-12,1,3,15,17,12,19,2
8,7,7,3,-3,-1,9,12
11,5,-9,-3,-10,-21,-34,-4
-13,-15,-12,-33,-15,-12,-78,-22
14,3,-2,19,5,-15,23,8
0,2,11,-8,14,24,58,24
27,33,19,26,19,33,65,24
-13,7,-2,-3,-9,-14,-21,-12
-17,-21,-12,-7,-10,-11,-54,-20
-8,-8,-5,-18,-9,-9,-26,-8
-4,-16,6,10,10,2,4,0
18,31,-1,1,-5,-3,9,1
-3,0,-8,-18,-15,-6,-9,-2
-3,-9,3,8,14,3,-4,-3
-13,-12,-2,1,-5,-9,-9,-11
-19,-7,-5,3,0,1,-6,-17
20,13,10,3,4,-2,25,23
4,4,-13,-19,-6,17,0,-9
-24,-14,-3,-10,-3,-6,-19,-8
7,0,9,19,12,12,88,29
-3,4,0,-5,0,15,-13,-1
7,6,-11,3,-9,-21,-8,-4
12,-4,-3,-34,-8,5,-25,0
-6,-29,0,18,5,-4,-3,-12
3,14,9,-11,7,12,12,5
-8,-1,16,33,11,-12,-51,-11
3,-7,-23,-17,-20,-20,-45,-20
-4,-9,-6,-9,1,10,53,18
3,5,11,26,27,8,27,1
-2,-21,-15,-19,-17,-4,-30,-7
-4,12,7,21,1,-25,-15,-10
14,-7,-10,-21,-22,28,28,32
-20,5,10,11,29,63,103,9
-1,3,2,-5,1,-4,8,6
0,0,-9,1,-4,7,-8,-10
-16,-10,-18,-43,-24,-32,-87,-31
1,-20,8,8,-7,-16,-37,-4
11,11,5,14,9,4,14,10
-2,13,-5,11,4,8,15,3
-11,-7,-6,-34,-9,-11,-25,-11
0,-31,-21,17,-10,-9,-29,-6
11,22,34,17,12,7,17,4
22,4,19,48,13,-26,20,13
-12,-6,-11,-12,-6,-16,-39,-19
-21,-16,-13,-20,-22,-39,-48,-15
-18,-21,-33,-31,-23,15,-8,-21
22,16,12,-11,6,5,33,34
11,-5,21,46,25,7,24,8
-32,-31,-21,-23,-14,-12,-87,-52
-13,50,-18,-28,-16,-12,-10,1
24,4,23,9,15,24,84,44
-22,-2,-3,18,0,-17,-49,-22
3,3,-11,-15,-20,-11,-34,-3
-15,-21,-8,-24,-13,-25,-43,-16
-11,-10,13,39,26,24,25,0
11,0,-8,-11,-2,3,4,6
3,22,3,8,-14,-4,3,-2
16,-6,2,-18,-16,-6,10,5
2,6,32,77,35,4,-87,-7
-39,-9,-11,3,-19,-64,-71,-44
0,-16,-29,-44,-9,18,87,28
30,27,47,74,41,45,112,71
-30,-22,-26,-43,-16,-17,-71,-31
15,7,2,-2,-6,4,-10,4
12,-3,-6,4,-10,-14,-47,-13
-14,-2,-15,-29,-10,-7,19,-1
-6,17,1,-16,-6,15,22,-5
11,5,10,13,11,5,5,9
7,16,7,-13,0,-4,29,11
-7,-5,2,15,12,8,-7,-11
-21,-46,-17,-24,-19,-9,-13,-10
16,41,-1,-8,-7,-1,14,3
17,22,19,18,18,6,17,17
-12,-24,-10,-1,3,-13,-33,-19
-8,-1,-21,-21,-22,-24,-16,-11
7,3,6,-9,-6,25,51,18
0,-4,10,18,17,-24,-44,-6
-2,-8,-5,3,-11,6,-3,-5
-7,-6,-15,-28,-7,38,64,8
-1,-21,1,-3,7,22,14,4
4,-6,11,10,5,-3,-30,-4
7,23,-3,3,-8,-32,-38,-8
-16,3,-2,-3,-2,-7,-1,-3
5,-15,2,4,10,10,7,3
2,-1,0,8,10,5,5,1
11,-2,-1,-20,-1,0,-6,-6
-17,-22,-7,1,-8,-4,5,0
-9,-4,-8,0,2,-4,-13,0
20,58,10,-8,-13,2,6,-10
-22,-22,1,16,22,6,2,-8
10,11,-3,-8,0,-9,-10,-2
-5,-4,-6,-3,-3,-5,0,1
-2,-14,-1,-6,-11,-2,11,14
-3,-7,-2,-6,-14,0,-7,-17
0,2,-7,-7,-5,-5,-13,-14
