EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8
-1,1,2,-1,-1,-1,0,0
2,0,1,-2,0,-2,-3,-2
0,0,0,-4,-3,-3,-1,0
0,0,0,-1,-2,0,2,0
-1,-1,-1,-2,1,2,2,0
-1,-2,-1,-2,-5,-1,-1,0
1,-1,-1,1,5,2,-2,-1
-3,-1,-1,-1,0,-1,-2,-2
1,-1,-3,-2,0,-3,-1,0
-5,-1,1,-4,-3,0,1,0
-1,0,-2,2,-11,-1,-2,-1
-1,0,3,0,7,0,0,-1
0,0,1,8,6,-1,1,1
-2,-1,-2,1,10,-1,3,0
-3,-7,-4,-9,-28,-5,-1,-4
-3,7,-2,-10,11,-1,-1,0
10,-2,3,3,-9,4,1,5
-1,2,3,21,9,2,0,2
-15,-8,-9,-7,14,1,-1,-6
-3,2,6,8,0,-1,-3,-2
-9,-6,-3,-16,-11,-3,-3,-3
14,10,0,-1,-15,-4,2,7
-2,17,8,17,19,5,3,1
-24,-30,-12,-9,-7,-5,-6,-11
-7,-20,-6,-8,-2,-4,-4,-3
7,22,-2,-20,-28,-3,-1,2
-5,-14,-5,-4,-32,-2,0,-1
3,11,5,16,38,6,1,-1
-12,-28,-4,15,5,0,0,-1
3,24,7,-29,-25,-3,-2,-2
11,9,10,37,28,6,6,7
19,29,-2,2,13,0,0,3
9,-12,-3,10,6,-1,-4,-3
-61,-91,-15,-16,-13,-10,-11,-20
0,43,9,-4,-9,-1,2,5
-5,1,-6,-2,-14,-7,-16,-7
-16,-30,-9,0,9,2,2,0
37,30,-3,3,9,-1,1,7
-8,-20,-4,-22,-24,-6,-4,-7
-9,-23,-2,6,-7,0,-1,1
10,24,7,1,14,0,-2,1
-1,-4,-3,-1,-14,-2,0,1
-2,-5,0,-11,4,2,2,0
7,7,1,-6,-6,0,2,1
-6,5,0,0,-4,1,0,-3
-1,4,-1,2,5,2,3,0
1,-21,-6,2,24,0,-2,1
1,16,7,13,-2,0,-2,-6
-13,-4,-2,-14,-20,-7,-8,-3
21,6,-1,14,20,1,4,10
-32,-17,-9,-28,-26,-5,-1,-17
4,4,2,-12,-13,0,4,10
-3,2,6,6,8,1,-6,-6
4,-12,-9,5,5,3,1,6
5,0,-2,7,7,-5,-6,3
0,-14,-4,-8,-7,-2,-1,-6
7,19,0,-5,4,5,1,2
-5,-4,4,3,1,-6,3,2
6,-1,-4,-5,-5,2,0,-1
-17,-11,-4,-5,4,-3,0,-8
22,20,3,-3,-14,-1,2,4
-4,0,1,9,9,-1,-3,-8
-3,2,-1,6,13,0,-8,-3
9,5,-3,-11,-18,-4,-2,3
-11,-4,4,0,-1,2,1,-5
-18,-22,-9,-3,2,1,-2,-5
28,33,12,11,8,7,5,10
-11,-29,-12,-8,-6,-12,-10,-4
-16,4,-2,-5,-4,-3,-2,-11
13,13,6,5,4,4,2,0
-13,-12,-5,-8,-9,-4,2,-1
4,3,-5,-6,-5,2,-5,2
3,-7,4,3,0,-4,-2,-3
8,16,11,12,2,2,16,9
-14,-14,0,26,15,2,7,-8
5,-2,2,-3,-3,2,15,7
0,-9,-12,-9,1,2,-4,0
16,27,4,-3,-8,-6,-6,-2
-13,-16,-12,-17,-13,-25,-32,-15
-16,-15,-6,-8,-8,-8,-7,-7
-6,-6,-1,1,-2,2,-3,-1
-7,-4,-5,-8,-7,-2,-8,-2
14,12,1,1,7,15,21,7
-2,-3,4,2,2,-8,-12,2
4,-2,-1,-1,2,-6,-8,1
-2,5,1,8,7,8,3,-3
-8,-9,-4,-5,1,0,-8,-5
-3,2,0,4,2,10,9,0
8,6,-5,-6,-2,4,11,5
-13,-13,0,0,1,-4,-2,-4
8,9,-4,-6,-1,-3,-13,-5
-8,1,5,4,2,6,17,3
9,23,-2,9,1,-1,-5,-2
-14,-12,3,-24,-6,-5,-11,-9
-6,-24,-1,46,20,6,2,4
2,15,5,2,2,0,-5,-4
5,6,-1,-5,-9,0,10,7
-3,-9,-5,-3,-3,-1,-5,-1
6,3,-1,-4,-9,-5,1,0
0,-5,-2,-1,3,3,-1,0
4,-1,5,5,-2,7,19,10
9,10,-4,-2,0,3,2,4
-11,-9,-3,-14,-7,-3,-15,-4
-21,-21,-10,-14,-7,-12,-16,-14
10,7,12,4,4,6,25,12
-18,1,-8,-2,-6,-8,-12,-14
10,7,3,-6,-6,-11,-3,5
10,2,-6,-21,-9,3,-10,-3
